120	2	13.751180648803711
120	2	13.713879585266113
120	4	13.470148086547852
120	4	13.532134056091309
120	6	13.690542697906494
120	6	13.715208768844604
120	8	13.698718547821045
120	8	13.70148229598999
120	10	13.69736361503601
120	10	13.717515230178833
120	12	13.677325248718262
120	12	13.804784536361694
120	14	13.70349931716919
120	14	13.704431533813477
120	16	13.708985805511475
120	16	13.68429946899414
120	18	13.678925275802612
120	18	13.686563968658447
120	20	13.653749465942383
120	20	13.733440399169922
160	2	18.38783311843872
160	2	18.340835571289062
160	4	18.32962918281555
160	4	18.300777435302734
160	6	18.38774561882019
160	6	18.336596488952637
160	8	18.561367750167847
160	8	18.553574323654175
160	10	18.58665156364441
160	10	18.61246418952942
160	12	18.63823962211609
160	12	18.5966055393219
160	14	18.585527896881104
160	14	18.5775043964386
160	16	18.628695726394653
160	16	18.622429609298706
160	18	18.529693126678467
160	18	18.596071243286133
160	20	18.58768081665039
160	20	18.58966898918152
200	2	21.743937730789185
200	2	21.742660760879517
200	4	21.605730533599854
200	4	21.655426263809204
200	6	21.381335496902466
200	6	21.365812063217163
200	8	21.732691049575806
200	8	21.69389772415161
200	10	22.10598850250244
200	10	22.033699989318848
200	12	22.259697675704956
200	12	22.236229181289673
200	14	22.24999713897705
200	14	22.272684335708618
200	16	22.30823540687561
200	16	22.327661275863647
200	18	22.29972004890442
200	18	22.219637155532837
200	20	22.322582960128784
200	20	22.292540311813354
240	2	26.856959342956543
240	2	26.83204746246338
240	4	26.639403343200684
240	4	26.803361177444458
240	6	26.47982621192932
240	6	26.54691791534424
240	8	26.368572235107422
240	8	26.375617742538452
240	10	26.804256916046143
240	10	26.834131479263306
240	12	27.187265872955322
240	12	27.188823223114014
240	14	27.33278226852417
240	14	27.425515174865723
240	16	27.315208911895752
240	16	27.32835292816162
240	18	27.370645999908447
240	18	27.31160593032837
240	20	27.306062698364258
240	20	27.37387490272522
280	2	29.99254608154297
280	2	30.04290795326233
280	4	29.997101545333862
280	4	29.99305510520935
280	6	29.801483392715454
280	6	29.75415062904358
280	8	29.57931160926819
280	8	29.499383449554443
280	10	29.80566120147705
280	10	29.55890965461731
280	12	30.24028992652893
280	12	30.237579822540283
280	14	30.535871744155884
280	14	30.448609590530396
280	16	30.782163858413696
280	16	30.801615238189697
280	18	30.727104902267456
280	18	30.736852407455444
280	20	30.748384952545166
280	20	30.717363357543945
300	2	31.771382331848145
300	2	31.90416717529297
300	4	31.909448862075806
300	4	31.851457595825195
300	6	31.613938331604004
300	6	31.698450088500977
300	8	31.31061577796936
300	8	31.361583948135376
300	10	31.28815531730652
300	10	31.227649211883545
300	12	31.907532453536987
300	12	31.767109155654907
300	14	32.240501403808594
300	14	32.15722846984863
300	16	32.541743516922
300	16	32.62122869491577
300	18	32.63128590583801
300	18	32.67746067047119
300	20	32.72764539718628
300	20	32.68488168716431
