[2025-03-07 14:05:13,452] [INFO] Node started: localhost:30134 | index=135 | f=1, k=4
[2025-03-07 14:05:29,832] [INFO] [30134] PRE-PREPARE received: {'request_id': 1741323929740, 'data': 'llapbft_message_1741323929740', 'timestamp': 1741323929.772654, 'leader': 30022, 'cluster_id': 1, 'cluster_ports': [30003, 30019, 30020, 30022, 30026, 30028, 30030, 30032, 30033, 30045, 30050, 30062, 30064, 30067, 30068, 30069, 30071, 30077, 30080, 30086, 30097, 30099, 30117, 30119, 30125, 30128, 30134, 30140, 30141, 30146, 30148, 30153, 30155, 30159, 30160, 30167, 30179, 30180, 30182, 30190, 30192, 30194, 30197], 'cluster_manager': {'host': 'localhost', 'port': 30128, 'latitude': 36.6267082, 'longitude': 127.4594338, 'altitude': 224, 'offset_m': 'lat: 12 m, lng: 83 m, alt: 224 m'}, 'simulated_delay': 0.0002791111111111111, 'distance': 179.82957344902795, 'message_size_bits': 5024}
[2025-03-07 14:05:29,861] [INFO] [30134] Broadcasting PREPARE: REQUEST 1741323929740
[2025-03-07 14:05:30,005] [INFO] [30134] PREPARE received from 30180 for REQUEST 1741323929740
[2025-03-07 14:05:30,005] [INFO] [30134] Broadcasting COMMIT: REQUEST 1741323929740
[2025-03-07 14:05:30,421] [INFO] [30134] PREPARE received from 30028 for REQUEST 1741323929740
[2025-03-07 14:05:30,421] [INFO] [30134] PREPARE received from 30167 for REQUEST 1741323929740
[2025-03-07 14:05:30,421] [INFO] [30134] PREPARE received from 30141 for REQUEST 1741323929740
[2025-03-07 14:05:30,422] [INFO] [30134] PREPARE received from 30119 for REQUEST 1741323929740
[2025-03-07 14:05:30,751] [INFO] [30134] COMMIT received from 30180 for REQUEST 1741323929740
[2025-03-07 14:05:31,099] [INFO] [30134] COMMIT received from 30167 for REQUEST 1741323929740
[2025-03-07 14:05:31,099] [INFO] [30134] COMMIT complete. Sending PRE-REPLY: REQUEST 1741323929740 directly to Manager 30128
[2025-03-07 14:05:31,496] [INFO] [30134] COMMIT received from 30160 for REQUEST 1741323929740
[2025-03-07 14:05:31,496] [INFO] [30134] PREPARE received from 30160 for REQUEST 1741323929740
[2025-03-07 14:05:31,518] [INFO] [30134] PREPARE received from 30179 for REQUEST 1741323929740
[2025-03-07 14:05:31,767] [INFO] [30134] PREPARE received from 30197 for REQUEST 1741323929740
[2025-03-07 14:05:31,864] [INFO] [30134] COMMIT received from 30179 for REQUEST 1741323929740
[2025-03-07 14:05:32,037] [INFO] [30134] COMMIT received from 30197 for REQUEST 1741323929740
[2025-03-07 14:05:32,239] [INFO] [30134] PREPARE received from 30182 for REQUEST 1741323929740
[2025-03-07 14:05:32,239] [INFO] [30134] PREPARE received from 30190 for REQUEST 1741323929740
[2025-03-07 14:05:32,239] [INFO] [30134] COMMIT received from 30190 for REQUEST 1741323929740
[2025-03-07 14:05:32,511] [INFO] [30134] COMMIT received from 30182 for REQUEST 1741323929740
[2025-03-07 14:05:32,511] [INFO] [30134] PREPARE received from 30159 for REQUEST 1741323929740
[2025-03-07 14:05:32,541] [INFO] [30134] PREPARE received from 30192 for REQUEST 1741323929740
[2025-03-07 14:05:32,573] [INFO] [30134] COMMIT received from 30192 for REQUEST 1741323929740
[2025-03-07 14:05:32,573] [INFO] [30134] PREPARE received from 30155 for REQUEST 1741323929740
