[2025-03-20 12:37:47,558] [INFO] Node started: localhost:30111 | index=112 | f=1, k=4
[2025-03-20 12:37:53,597] [INFO] Phase: PRE-PREPARE | Receiver: 30111 | Sender: 30015 | Distance:   61.46 m | Delay: 0.4662s | Size: 16782240 bit
[2025-03-20 12:37:53,603] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30111 | Distance:   61.46 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:37:54,065] [INFO] Phase: PREPARE | Receiver: 30111 | Sender: 30020 | Distance:   34.07 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:37:54,073] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30111 | Distance:   34.07 m | Delay: 0.3107s | Size: 16778160 bit
[2025-03-20 12:37:57,028] [INFO] Phase: PREPARE | Receiver: 30111 | Sender: 30009 | Distance:   49.61 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:57,358] [INFO] Phase: PREPARE | Receiver: 30111 | Sender: 30039 | Distance:   64.18 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:57,392] [INFO] Phase: PREPARE | Receiver: 30111 | Sender: 30093 | Distance:   43.40 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:57,429] [INFO] Phase: PREPARE | Receiver: 30111 | Sender: 30054 | Distance:   45.15 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:57,536] [INFO] Phase: PREPARE | Receiver: 30111 | Sender: 30094 | Distance:   42.30 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:57,570] [INFO] Phase: PREPARE | Receiver: 30111 | Sender: 30088 | Distance:  102.65 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:57,681] [INFO] Phase: COMMIT | Receiver: 30111 | Sender: 30059 | Distance:   47.73 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:37:57,714] [INFO] Phase: PREPARE | Receiver: 30111 | Sender: 30060 | Distance:   93.38 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:57,746] [INFO] Phase: PREPARE | Receiver: 30111 | Sender: 30059 | Distance:   47.73 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:37:57,781] [INFO] Phase: COMMIT | Receiver: 30111 | Sender: 30060 | Distance:   93.38 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:37:57,791] [INFO] Phase: PRE-REPLY | Receiver: 30022 | Sender: 30111 | Distance:   93.38 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:37:57,938] [INFO] Phase: PREPARE | Receiver: 30111 | Sender: 30118 | Distance:  147.03 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:37:57,997] [INFO] Phase: COMMIT | Receiver: 30111 | Sender: 30015 | Distance:   61.46 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:58,142] [INFO] Phase: PREPARE | Receiver: 30111 | Sender: 30114 | Distance:  147.03 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:37:58,180] [INFO] Phase: COMMIT | Receiver: 30111 | Sender: 30114 | Distance:  147.03 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:58,211] [INFO] Phase: COMMIT | Receiver: 30111 | Sender: 30118 | Distance:  147.03 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:58,243] [INFO] Phase: COMMIT | Receiver: 30111 | Sender: 30001 | Distance:   52.29 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:58,309] [INFO] Phase: PREPARE | Receiver: 30111 | Sender: 30001 | Distance:   52.29 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:58,469] [INFO] Phase: COMMIT | Receiver: 30111 | Sender: 30020 | Distance:   34.07 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:37:58,500] [INFO] Phase: COMMIT | Receiver: 30111 | Sender: 30088 | Distance:  102.65 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:58,536] [INFO] Phase: PREPARE | Receiver: 30111 | Sender: 30018 | Distance:  126.98 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:58,570] [INFO] Phase: PREPARE | Receiver: 30111 | Sender: 30042 | Distance:  117.24 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:58,601] [INFO] Phase: PREPARE | Receiver: 30111 | Sender: 30045 | Distance:  130.31 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:37:58,656] [INFO] Phase: COMMIT | Receiver: 30111 | Sender: 30039 | Distance:   64.18 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:58,688] [INFO] Phase: COMMIT | Receiver: 30111 | Sender: 30018 | Distance:  126.98 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:37:58,720] [INFO] Phase: COMMIT | Receiver: 30111 | Sender: 30042 | Distance:  117.24 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:37:58,755] [INFO] Phase: COMMIT | Receiver: 30111 | Sender: 30009 | Distance:   49.61 m | Delay: 0.3107s | Size: 16778984 bit
[2025-03-20 12:37:58,787] [INFO] Phase: COMMIT | Receiver: 30111 | Sender: 30094 | Distance:   42.30 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:58,823] [INFO] Phase: COMMIT | Receiver: 30111 | Sender: 30045 | Distance:  130.31 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:37:58,866] [INFO] Phase: COMMIT | Receiver: 30111 | Sender: 30054 | Distance:   45.15 m | Delay: 0.3107s | Size: 16778992 bit
