[2025-03-20 12:37:43,137] [INFO] Node started: localhost:30089 | index= 90 | f=1, k=4
[2025-03-20 12:38:02,747] [INFO] Phase: PRE-PREPARE | Receiver: 30089 | Sender: 30084 | Distance:   80.21 m | Delay: 0.4662s | Size: 16782032 bit
[2025-03-20 12:38:02,832] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30089 | Distance:   80.21 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:38:10,932] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30030 | Distance:   87.81 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:11,119] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30089 | Distance:   87.81 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:38:11,619] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30106 | Distance:  108.07 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:13,371] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30071 | Distance:  124.99 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:13,426] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30016 | Distance:  117.64 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:13,468] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30063 | Distance:  121.66 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:13,511] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30068 | Distance:   59.46 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:13,805] [INFO] Phase: COMMIT | Receiver: 30089 | Sender: 30016 | Distance:  117.64 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:13,853] [INFO] Phase: COMMIT | Receiver: 30089 | Sender: 30071 | Distance:  124.99 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:13,871] [INFO] Phase: PRE-REPLY | Receiver: 30049 | Sender: 30089 | Distance:  124.99 m | Delay: 0.6991s | Size: 16778152 bit
[2025-03-20 12:38:14,068] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30112 | Distance:  108.07 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:14,417] [INFO] Phase: COMMIT | Receiver: 30089 | Sender: 30106 | Distance:  108.07 m | Delay: 0.6991s | Size: 16778976 bit
[2025-03-20 12:38:14,455] [INFO] Phase: COMMIT | Receiver: 30089 | Sender: 30063 | Distance:  121.66 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:14,579] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30101 | Distance:  135.93 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:14,609] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30025 | Distance:  117.84 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:14,666] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30048 | Distance:   14.42 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:14,696] [INFO] Phase: COMMIT | Receiver: 30089 | Sender: 30084 | Distance:   80.21 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:14,759] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30083 | Distance:   35.83 m | Delay: 0.3107s | Size: 16779000 bit
