[2025-03-11 17:46:17,549] [INFO] Node started: localhost:30142 | index=143 | f=1, k=4
[2025-03-11 17:46:22,999] [INFO] [30142] PRE-PREPARE received: {'request_id': 1741682782924, 'data': 'llapbft_message_1741682782924', 'timestamp': 1741682782.9516234, 'leader': 30086, 'cluster_id': 1, 'cluster_ports': [30005, 30015, 30018, 30024, 30025, 30045, 30047, 30051, 30061, 30069, 30073, 30086, 30103, 30104, 30110, 30112, 30120, 30125, 30126, 30130, 30133, 30140, 30142, 30144, 30145, 30148, 30155, 30158], 'cluster_manager': {'host': 'localhost', 'port': 30018, 'latitude': 36.6268812, 'longitude': 127.4589418, 'altitude': 19, 'offset_m': 'lat: 31 m, lng: 39 m, alt: 19 m'}, 'simulated_delay': 0.000174, 'distance': 104.78539571599609, 'message_size_bits': 4176}
[2025-03-11 17:46:22,999] [INFO] [30142] Broadcasting PREPARE: REQUEST 1741682782924
[2025-03-11 17:46:23,127] [INFO] [30142] PREPARE received from 30015 for REQUEST 1741682782924
[2025-03-11 17:46:23,127] [INFO] [30142] Broadcasting COMMIT: REQUEST 1741682782924
[2025-03-11 17:46:23,127] [INFO] [30142] PREPARE received from 30104 for REQUEST 1741682782924
[2025-03-11 17:46:23,127] [INFO] [30142] PREPARE received from 30125 for REQUEST 1741682782924
[2025-03-11 17:46:23,282] [INFO] [30142] PREPARE received from 30120 for REQUEST 1741682782924
[2025-03-11 17:46:23,296] [INFO] [30142] PREPARE received from 30051 for REQUEST 1741682782924
[2025-03-11 17:46:23,547] [INFO] [30142] PREPARE received from 30045 for REQUEST 1741682782924
[2025-03-11 17:46:23,550] [INFO] [30142] PREPARE received from 30047 for REQUEST 1741682782924
[2025-03-11 17:46:23,631] [INFO] [30142] PREPARE received from 30024 for REQUEST 1741682782924
[2025-03-11 17:46:23,633] [INFO] [30142] COMMIT received from 30015 for REQUEST 1741682782924
[2025-03-11 17:46:23,635] [INFO] [30142] PREPARE received from 30073 for REQUEST 1741682782924
[2025-03-11 17:46:23,635] [INFO] [30142] PREPARE received from 30133 for REQUEST 1741682782924
[2025-03-11 17:46:23,635] [INFO] [30142] PREPARE received from 30103 for REQUEST 1741682782924
[2025-03-11 17:46:23,635] [INFO] [30142] COMMIT received from 30120 for REQUEST 1741682782924
[2025-03-11 17:46:23,635] [INFO] [30142] COMMIT complete. Sending PRE-REPLY: REQUEST 1741682782924 directly to Manager 30018
[2025-03-11 17:46:23,635] [INFO] [30142] COMMIT received from 30104 for REQUEST 1741682782924
[2025-03-11 17:46:23,644] [INFO] [30142] COMMIT received from 30126 for REQUEST 1741682782924
[2025-03-11 17:46:23,645] [INFO] [30142] PREPARE received from 30144 for REQUEST 1741682782924
[2025-03-11 17:46:23,645] [INFO] [30142] PREPARE received from 30069 for REQUEST 1741682782924
[2025-03-11 17:46:23,645] [INFO] [30142] COMMIT received from 30069 for REQUEST 1741682782924
[2025-03-11 17:46:23,645] [INFO] [30142] PREPARE received from 30112 for REQUEST 1741682782924
[2025-03-11 17:46:23,645] [INFO] [30142] COMMIT received from 30005 for REQUEST 1741682782924
[2025-03-11 17:46:23,647] [INFO] [30142] PREPARE received from 30005 for REQUEST 1741682782924
[2025-03-11 17:46:23,647] [INFO] [30142] COMMIT received from 30025 for REQUEST 1741682782924
[2025-03-11 17:46:23,647] [INFO] [30142] PREPARE received from 30110 for REQUEST 1741682782924
[2025-03-11 17:46:23,647] [INFO] [30142] PREPARE received from 30126 for REQUEST 1741682782924
[2025-03-11 17:46:23,647] [INFO] [30142] COMMIT received from 30158 for REQUEST 1741682782924
[2025-03-11 17:46:23,647] [INFO] [30142] PREPARE received from 30025 for REQUEST 1741682782924
[2025-03-11 17:46:23,647] [INFO] [30142] PREPARE received from 30140 for REQUEST 1741682782924
[2025-03-11 17:46:23,647] [INFO] [30142] PREPARE received from 30158 for REQUEST 1741682782924
[2025-03-11 17:46:23,647] [INFO] [30142] COMMIT received from 30073 for REQUEST 1741682782924
[2025-03-11 17:46:23,647] [INFO] [30142] COMMIT received from 30051 for REQUEST 1741682782924
[2025-03-11 17:46:23,650] [INFO] [30142] COMMIT received from 30045 for REQUEST 1741682782924
[2025-03-11 17:46:23,650] [INFO] [30142] COMMIT received from 30024 for REQUEST 1741682782924
[2025-03-11 17:46:23,650] [INFO] [30142] COMMIT received from 30110 for REQUEST 1741682782924
[2025-03-11 17:46:23,657] [INFO] [30142] COMMIT received from 30047 for REQUEST 1741682782924
