[2025-03-20 12:37:48,377] [INFO] Node started: localhost:30115 | index=116 | f=1, k=4
[2025-03-20 12:38:01,699] [INFO] Phase: PRE-PREPARE | Receiver: 30115 | Sender: 30024 | Distance:   78.95 m | Delay: 0.4662s | Size: 16782168 bit
[2025-03-20 12:38:01,705] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30115 | Distance:   78.95 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:38:08,200] [INFO] Phase: PREPARE | Receiver: 30115 | Sender: 30107 | Distance:   93.36 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:08,216] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30115 | Distance:   93.36 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:38:08,715] [INFO] Phase: PREPARE | Receiver: 30115 | Sender: 30029 | Distance:   42.48 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:08,830] [INFO] Phase: PREPARE | Receiver: 30115 | Sender: 30076 | Distance:  124.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:08,881] [INFO] Phase: PREPARE | Receiver: 30115 | Sender: 30074 | Distance:   92.98 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:38:09,065] [INFO] Phase: PREPARE | Receiver: 30115 | Sender: 30087 | Distance:   87.15 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:09,425] [INFO] Phase: PREPARE | Receiver: 30115 | Sender: 30044 | Distance:  113.77 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:38:09,498] [INFO] Phase: PREPARE | Receiver: 30115 | Sender: 30082 | Distance:   72.70 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:09,626] [INFO] Phase: COMMIT | Receiver: 30115 | Sender: 30024 | Distance:   78.95 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:09,703] [INFO] Phase: COMMIT | Receiver: 30115 | Sender: 30076 | Distance:  124.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:09,715] [INFO] Phase: PRE-REPLY | Receiver: 30073 | Sender: 30115 | Distance:  124.20 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:38:09,786] [INFO] Phase: COMMIT | Receiver: 30115 | Sender: 30044 | Distance:  113.77 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:09,859] [INFO] Phase: COMMIT | Receiver: 30115 | Sender: 30082 | Distance:   72.70 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:09,895] [INFO] Phase: COMMIT | Receiver: 30115 | Sender: 30029 | Distance:   42.48 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:09,974] [INFO] Phase: COMMIT | Receiver: 30115 | Sender: 30087 | Distance:   87.15 m | Delay: 0.4661s | Size: 16778984 bit
