[2025-03-20 12:37:43,750] [INFO] Node started: localhost:30092 | index= 93 | f=1, k=4
[2025-03-20 12:38:03,746] [INFO] Phase: PRE-PREPARE | Receiver: 30092 | Sender: 30024 | Distance:   78.95 m | Delay: 0.4662s | Size: 16782168 bit
[2025-03-20 12:38:03,758] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30092 | Distance:   78.95 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:38:09,968] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30107 | Distance:   93.36 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:10,005] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30092 | Distance:   93.36 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:38:11,092] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30087 | Distance:   87.15 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:11,514] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30029 | Distance:   42.48 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:11,818] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30044 | Distance:  113.77 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:38:12,218] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30082 | Distance:   72.70 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:12,245] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30076 | Distance:  124.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:12,283] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30115 | Distance:   54.94 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:12,320] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30074 | Distance:   92.98 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:38:12,462] [INFO] Phase: COMMIT | Receiver: 30092 | Sender: 30107 | Distance:   93.36 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:12,490] [INFO] Phase: COMMIT | Receiver: 30092 | Sender: 30024 | Distance:   78.95 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:12,502] [INFO] Phase: PRE-REPLY | Receiver: 30073 | Sender: 30092 | Distance:   78.95 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:38:12,565] [INFO] Phase: COMMIT | Receiver: 30092 | Sender: 30029 | Distance:   42.48 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:12,802] [INFO] Phase: COMMIT | Receiver: 30092 | Sender: 30044 | Distance:  113.77 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:12,897] [INFO] Phase: COMMIT | Receiver: 30092 | Sender: 30082 | Distance:   72.70 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:12,936] [INFO] Phase: COMMIT | Receiver: 30092 | Sender: 30115 | Distance:   54.94 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:13,014] [INFO] Phase: COMMIT | Receiver: 30092 | Sender: 30087 | Distance:   87.15 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:13,235] [INFO] Phase: COMMIT | Receiver: 30092 | Sender: 30076 | Distance:  124.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:13,272] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30077 | Distance:  148.71 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:13,330] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30057 | Distance:   47.75 m | Delay: 0.3107s | Size: 16778984 bit
[2025-03-20 12:38:13,357] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30086 | Distance:   15.89 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:13,385] [INFO] Phase: COMMIT | Receiver: 30092 | Sender: 30074 | Distance:   92.98 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:13,418] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30091 | Distance:  141.18 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:13,468] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30117 | Distance:   61.58 m | Delay: 0.4661s | Size: 16778976 bit
