[2025-03-20 12:37:35,512] [INFO] Node started: localhost:30051 | index= 52 | f=1, k=4
[2025-03-20 12:38:02,736] [INFO] Phase: PRE-PREPARE | Receiver: 30051 | Sender: 30084 | Distance:   80.21 m | Delay: 0.4662s | Size: 16782032 bit
[2025-03-20 12:38:02,747] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30051 | Distance:   80.21 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:38:12,802] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30063 | Distance:  121.66 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:12,816] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30051 | Distance:  121.66 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:38:12,842] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30068 | Distance:   59.46 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:13,063] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30106 | Distance:  108.07 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:13,416] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30016 | Distance:  117.64 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:13,707] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30030 | Distance:   87.81 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:14,015] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30071 | Distance:  124.99 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:16,895] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30071 | Distance:  124.99 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:16,928] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30063 | Distance:  121.66 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:16,944] [INFO] Phase: PRE-REPLY | Receiver: 30049 | Sender: 30051 | Distance:  121.66 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:38:17,008] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30084 | Distance:   80.21 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:17,042] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30112 | Distance:  108.07 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:17,082] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30089 | Distance:  120.38 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:17,112] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30025 | Distance:  117.84 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:17,150] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30048 | Distance:   14.42 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:17,182] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30101 | Distance:  135.93 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:17,219] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30012 | Distance:  139.48 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:17,253] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30083 | Distance:   35.83 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:17,294] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30014 | Distance:   78.72 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:17,333] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30005 | Distance:  144.47 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:17,363] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30016 | Distance:  117.64 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:17,400] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30106 | Distance:  108.07 m | Delay: 0.6991s | Size: 16778976 bit
[2025-03-20 12:38:17,434] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30031 | Distance:   86.26 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:18,353] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30068 | Distance:   59.46 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:18,650] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30040 | Distance:  141.31 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:18,747] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30090 | Distance:   79.60 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:19,018] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30004 | Distance:   62.28 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:19,055] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30021 | Distance:   14.34 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:19,124] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30035 | Distance:  133.53 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:19,162] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30026 | Distance:  151.08 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:38:19,194] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30023 | Distance:  105.61 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:19,260] [INFO] Phase: PREPARE | Receiver: 30051 | Sender: 30028 | Distance:  115.40 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:19,332] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30025 | Distance:  117.84 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:19,363] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30030 | Distance:   87.81 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:19,417] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30012 | Distance:  139.48 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:19,606] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30112 | Distance:  108.07 m | Delay: 0.6991s | Size: 16778976 bit
[2025-03-20 12:38:19,638] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30083 | Distance:   35.83 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:19,674] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30005 | Distance:  144.47 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:19,761] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30090 | Distance:   79.60 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:19,791] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30031 | Distance:   86.26 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:19,822] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30023 | Distance:  105.61 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:19,853] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30048 | Distance:   14.42 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:19,884] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30040 | Distance:  141.31 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:19,914] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30101 | Distance:  135.93 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:38:19,975] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30014 | Distance:   78.72 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:20,042] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30004 | Distance:   62.28 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:20,109] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30089 | Distance:  120.38 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:20,142] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30028 | Distance:  115.40 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:20,193] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30035 | Distance:  133.53 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:20,229] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30021 | Distance:   14.34 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:20,278] [INFO] Phase: COMMIT | Receiver: 30051 | Sender: 30026 | Distance:  151.08 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:38:27,142] [INFO] Phase: PRE-PREPARE | Receiver: 30051 | Sender: 30084 | Distance:   80.21 m | Delay: 0.4662s | Size: 16782024 bit
