[2025-03-20 12:37:46,563] [INFO] Node started: localhost:30106 | index=107 | f=1, k=4
[2025-03-20 12:38:01,653] [INFO] Phase: PRE-PREPARE | Receiver: 30106 | Sender: 30084 | Distance:   80.21 m | Delay: 0.4662s | Size: 16782032 bit
[2025-03-20 12:38:01,664] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30106 | Distance:   80.21 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:38:05,893] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30030 | Distance:   87.81 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:05,920] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30106 | Distance:   87.81 m | Delay: 0.4661s | Size: 16778144 bit
[2025-03-20 12:38:06,938] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30071 | Distance:  124.99 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:08,656] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30016 | Distance:  117.64 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:08,684] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30063 | Distance:  121.66 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:08,779] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30068 | Distance:   59.46 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:08,856] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30071 | Distance:  124.99 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:08,891] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30016 | Distance:  117.64 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:08,903] [INFO] Phase: PRE-REPLY | Receiver: 30049 | Sender: 30106 | Distance:  117.64 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:38:09,085] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30063 | Distance:  121.66 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:09,160] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30112 | Distance:  108.07 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:09,363] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30025 | Distance:  117.84 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:09,462] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30012 | Distance:  139.48 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:09,618] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30083 | Distance:   35.83 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:09,671] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30084 | Distance:   80.21 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:09,709] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30005 | Distance:  144.47 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:10,536] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30048 | Distance:   14.42 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:11,200] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30089 | Distance:  120.38 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:11,822] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30068 | Distance:   59.46 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:12,407] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30031 | Distance:   86.26 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:13,157] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30101 | Distance:  135.93 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:13,979] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30014 | Distance:   78.72 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:15,123] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30040 | Distance:  141.31 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:15,674] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30090 | Distance:   79.60 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:15,765] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30025 | Distance:  117.84 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:15,836] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30023 | Distance:  105.61 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:15,870] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30012 | Distance:  139.48 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:15,903] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30005 | Distance:  144.47 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:15,935] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30004 | Distance:   62.28 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:15,997] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30083 | Distance:   35.83 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:16,034] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30021 | Distance:   14.34 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:16,068] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30051 | Distance:   66.22 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:16,125] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30035 | Distance:  133.53 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:16,162] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30028 | Distance:  115.40 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:16,190] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30030 | Distance:   87.81 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:16,238] [INFO] Phase: PREPARE | Receiver: 30106 | Sender: 30026 | Distance:  151.08 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:38:16,315] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30112 | Distance:  108.07 m | Delay: 0.6991s | Size: 16778976 bit
[2025-03-20 12:38:16,394] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30089 | Distance:  120.38 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:16,437] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30031 | Distance:   86.26 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:16,473] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30101 | Distance:  135.93 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:38:16,510] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30004 | Distance:   62.28 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:16,544] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30048 | Distance:   14.42 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:16,589] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30028 | Distance:  115.40 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:16,625] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30090 | Distance:   79.60 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:16,658] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30014 | Distance:   78.72 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:16,901] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30026 | Distance:  151.08 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:38:17,239] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30040 | Distance:  141.31 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:17,645] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30023 | Distance:  105.61 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:17,899] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30035 | Distance:  133.53 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:18,329] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30051 | Distance:   66.22 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:18,579] [INFO] Phase: COMMIT | Receiver: 30106 | Sender: 30021 | Distance:   14.34 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:26,765] [INFO] Phase: PRE-PREPARE | Receiver: 30106 | Sender: 30084 | Distance:   80.21 m | Delay: 0.4662s | Size: 16782024 bit
[2025-03-20 12:38:26,775] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30106 | Distance:   80.21 m | Delay: 0.4662s | Size: 16778160 bit
