[2025-03-20 12:37:34,512] [INFO] Node started: localhost:30046 | index= 47 | f=1, k=4
[2025-03-20 12:38:01,899] [INFO] Phase: PRE-PREPARE | Receiver: 30046 | Sender: 30002 | Distance:   72.60 m | Delay: 0.4662s | Size: 16782304 bit
[2025-03-20 12:38:01,944] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30046 | Distance:   72.60 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:38:07,941] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30105 | Distance:   74.63 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:07,955] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30046 | Distance:   74.63 m | Delay: 0.4661s | Size: 16778144 bit
[2025-03-20 12:38:10,130] [INFO] Phase: COMMIT | Receiver: 30046 | Sender: 30002 | Distance:   72.60 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:11,123] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30108 | Distance:   76.04 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:12,186] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30072 | Distance:   42.03 m | Delay: 0.3107s | Size: 16778984 bit
[2025-03-20 12:38:13,630] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30011 | Distance:  158.60 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:38:14,350] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30053 | Distance:   29.36 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:14,621] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30065 | Distance:   71.02 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:15,082] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30017 | Distance:   80.26 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:15,131] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30097 | Distance:  116.25 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:15,295] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30109 | Distance:   76.04 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:15,348] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30096 | Distance:  128.69 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:15,403] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30058 | Distance:  126.82 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:15,433] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30033 | Distance:  118.75 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:15,477] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30098 | Distance:  110.64 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:15,587] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30102 | Distance:  176.00 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:38:15,623] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30041 | Distance:  143.79 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:15,686] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30055 | Distance:   64.70 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:38:15,743] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30061 | Distance:  121.22 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:15,809] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30003 | Distance:   33.64 m | Delay: 0.3107s | Size: 16778984 bit
[2025-03-20 12:38:15,848] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30050 | Distance:   19.20 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:15,888] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30079 | Distance:  149.10 m | Delay: 0.6991s | Size: 16778992 bit
