[2025-03-20 12:37:46,751] [INFO] Node started: localhost:30107 | index=108 | f=1, k=4
[2025-03-20 12:38:01,356] [INFO] Phase: PRE-PREPARE | Receiver: 30107 | Sender: 30024 | Distance:   78.95 m | Delay: 0.4662s | Size: 16782168 bit
[2025-03-20 12:38:01,356] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30107 | Distance:   78.95 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:38:06,399] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30076 | Distance:  124.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:06,589] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30107 | Distance:  124.20 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:38:09,176] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30029 | Distance:   42.48 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:09,510] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30082 | Distance:   72.70 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:09,644] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30087 | Distance:   87.15 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:09,681] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30115 | Distance:   54.94 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:09,715] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30074 | Distance:   92.98 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:38:09,774] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30044 | Distance:  113.77 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:38:09,902] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30024 | Distance:   78.95 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:10,033] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30044 | Distance:  113.77 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:10,047] [INFO] Phase: PRE-REPLY | Receiver: 30073 | Sender: 30107 | Distance:  113.77 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:38:10,118] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30082 | Distance:   72.70 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:10,177] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30092 | Distance:    8.84 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:10,211] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30115 | Distance:   54.94 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:10,246] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30087 | Distance:   87.15 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:10,276] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30029 | Distance:   42.48 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:10,400] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30076 | Distance:  124.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:10,446] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30074 | Distance:   92.98 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:10,497] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30077 | Distance:  148.71 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:10,536] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30086 | Distance:   15.89 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:10,956] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30117 | Distance:   61.58 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:38:13,485] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30085 | Distance:   55.48 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:13,795] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30057 | Distance:   47.75 m | Delay: 0.3107s | Size: 16778984 bit
[2025-03-20 12:38:14,218] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30095 | Distance:   55.12 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:14,939] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30113 | Distance:   77.17 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:15,609] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30091 | Distance:  141.18 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:15,921] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30027 | Distance:  131.59 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:16,396] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30100 | Distance:   95.36 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:16,787] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30066 | Distance:  149.93 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:16,917] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30019 | Distance:  122.13 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:17,182] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30067 | Distance:  134.38 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:17,365] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30116 | Distance:  142.78 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:17,457] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30119 | Distance:   61.58 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:17,504] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30117 | Distance:   61.58 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:17,532] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30092 | Distance:    8.84 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:17,583] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30080 | Distance:  136.01 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:38:17,622] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30104 | Distance:  118.38 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:17,704] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30000 | Distance:  134.01 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:17,756] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30095 | Distance:   55.12 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:17,786] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30069 | Distance:   64.73 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:38:17,828] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30066 | Distance:  149.93 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:17,861] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30019 | Distance:  122.13 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:17,895] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30057 | Distance:   47.75 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:17,934] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30113 | Distance:   77.17 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:17,969] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30027 | Distance:  131.59 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:18,000] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30077 | Distance:  148.71 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:18,033] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30100 | Distance:   95.36 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:18,072] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30067 | Distance:  134.38 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:18,120] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30085 | Distance:   55.48 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:18,153] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30116 | Distance:  142.78 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:18,922] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30086 | Distance:   15.89 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:19,184] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30000 | Distance:  134.01 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:19,818] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30091 | Distance:  141.18 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:20,865] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30119 | Distance:   61.58 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:38:21,164] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30069 | Distance:   64.73 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:21,282] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30104 | Distance:  118.38 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:21,474] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30080 | Distance:  136.01 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:38:26,427] [INFO] Phase: PRE-PREPARE | Receiver: 30107 | Sender: 30024 | Distance:   78.95 m | Delay: 0.4662s | Size: 16782176 bit
[2025-03-20 12:38:26,430] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30107 | Distance:   78.95 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:38:28,615] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30092 | Distance:    8.84 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:28,637] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30107 | Distance:    8.84 m | Delay: 0.3107s | Size: 16778152 bit
[2025-03-20 12:38:34,009] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30091 | Distance:  141.18 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:34,041] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30066 | Distance:  149.93 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:34,072] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30027 | Distance:  131.59 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:34,096] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30019 | Distance:  122.13 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:34,140] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30076 | Distance:  124.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:34,179] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30044 | Distance:  113.77 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:34,213] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30080 | Distance:  136.01 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:34,239] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30095 | Distance:   55.12 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:34,270] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30000 | Distance:  134.01 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:34,306] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30057 | Distance:   47.75 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:34,408] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30087 | Distance:   87.15 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:34,463] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30066 | Distance:  149.93 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:34,513] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30104 | Distance:  118.38 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:34,548] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30027 | Distance:  131.59 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:34,564] [INFO] Phase: PRE-REPLY | Receiver: 30073 | Sender: 30107 | Distance:  131.59 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:38:34,627] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30069 | Distance:   64.73 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:34,655] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30085 | Distance:   55.48 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:34,685] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30119 | Distance:   61.58 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:34,720] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30019 | Distance:  122.13 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:34,750] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30117 | Distance:   61.58 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:38:34,788] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30077 | Distance:  148.71 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:34,815] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30116 | Distance:  142.78 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:34,844] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30029 | Distance:   42.48 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:34,874] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30115 | Distance:   54.94 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:34,900] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30024 | Distance:   78.95 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:34,927] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30074 | Distance:   92.98 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:35,006] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30095 | Distance:   55.12 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:35,050] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30067 | Distance:  134.38 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:35,081] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30113 | Distance:   77.17 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:35,129] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30092 | Distance:    8.84 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:36,639] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30077 | Distance:  148.71 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:37,384] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30082 | Distance:   72.70 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:38,540] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30057 | Distance:   47.75 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:38,906] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30115 | Distance:   54.94 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:38:39,868] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30069 | Distance:   64.73 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:40,217] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30000 | Distance:  134.01 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:40,520] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30119 | Distance:   61.58 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:41,158] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30044 | Distance:  113.77 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:41,210] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30085 | Distance:   55.48 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:41,285] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30086 | Distance:   15.89 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:41,340] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30091 | Distance:  141.18 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:41,401] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30067 | Distance:  134.38 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:41,459] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30100 | Distance:   95.36 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:41,492] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30117 | Distance:   61.58 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:38:41,526] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30100 | Distance:   95.36 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:41,570] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30104 | Distance:  118.38 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:41,625] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30074 | Distance:   92.98 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:41,658] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30029 | Distance:   42.48 m | Delay: 0.3107s | Size: 16778976 bit
[2025-03-20 12:38:41,690] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30080 | Distance:  136.01 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:41,732] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30087 | Distance:   87.15 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:41,778] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30116 | Distance:  142.78 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:38:41,817] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30113 | Distance:   77.17 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:41,870] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30082 | Distance:   72.70 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:43,186] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30076 | Distance:  124.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:44,612] [INFO] Phase: COMMIT | Receiver: 30107 | Sender: 30086 | Distance:   15.89 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:51,091] [INFO] Phase: PRE-PREPARE | Receiver: 30107 | Sender: 30024 | Distance:   78.95 m | Delay: 0.4662s | Size: 16782176 bit
[2025-03-20 12:38:51,094] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30107 | Distance:   78.95 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:38:56,017] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30076 | Distance:  124.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:56,029] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30107 | Distance:  124.20 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:38:56,059] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30082 | Distance:   72.70 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:56,087] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30087 | Distance:   87.15 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:56,481] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30074 | Distance:   92.98 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:56,509] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30044 | Distance:  113.77 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:56,537] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30029 | Distance:   42.48 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:56,578] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30086 | Distance:   15.89 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:57,550] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30085 | Distance:   55.48 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:59,146] [INFO] Phase: PREPARE | Receiver: 30107 | Sender: 30066 | Distance:  149.93 m | Delay: 0.6991s | Size: 16779000 bit
