[2025-03-20 12:37:36,128] [INFO] Node started: localhost:30054 | index= 55 | f=1, k=4
[2025-03-20 12:37:53,409] [INFO] Phase: PRE-PREPARE | Receiver: 30054 | Sender: 30015 | Distance:   61.46 m | Delay: 0.4662s | Size: 16782240 bit
[2025-03-20 12:37:53,415] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30054 | Distance:   61.46 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:37:54,312] [INFO] Phase: PREPARE | Receiver: 30054 | Sender: 30039 | Distance:   64.18 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:54,324] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30054 | Distance:   64.18 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:37:54,932] [INFO] Phase: PREPARE | Receiver: 30054 | Sender: 30020 | Distance:   34.07 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:37:54,966] [INFO] Phase: PREPARE | Receiver: 30054 | Sender: 30009 | Distance:   49.61 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:55,239] [INFO] Phase: PREPARE | Receiver: 30054 | Sender: 30093 | Distance:   43.40 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:55,280] [INFO] Phase: PREPARE | Receiver: 30054 | Sender: 30094 | Distance:   42.30 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:56,821] [INFO] Phase: PREPARE | Receiver: 30054 | Sender: 30088 | Distance:  102.65 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:57,064] [INFO] Phase: PREPARE | Receiver: 30054 | Sender: 30059 | Distance:   47.73 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:37:57,360] [INFO] Phase: COMMIT | Receiver: 30054 | Sender: 30059 | Distance:   47.73 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:37:57,394] [INFO] Phase: COMMIT | Receiver: 30054 | Sender: 30015 | Distance:   61.46 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:57,411] [INFO] Phase: PRE-REPLY | Receiver: 30022 | Sender: 30054 | Distance:   61.46 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:37:57,493] [INFO] Phase: COMMIT | Receiver: 30054 | Sender: 30060 | Distance:   93.38 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:37:57,546] [INFO] Phase: PREPARE | Receiver: 30054 | Sender: 30060 | Distance:   93.38 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:57,724] [INFO] Phase: COMMIT | Receiver: 30054 | Sender: 30118 | Distance:  147.03 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:57,754] [INFO] Phase: PREPARE | Receiver: 30054 | Sender: 30118 | Distance:  147.03 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:37:57,882] [INFO] Phase: COMMIT | Receiver: 30054 | Sender: 30039 | Distance:   64.18 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:57,914] [INFO] Phase: COMMIT | Receiver: 30054 | Sender: 30114 | Distance:  147.03 m | Delay: 0.6991s | Size: 16779000 bit
