[2025-03-12 17:12:10,282] [INFO] Node started: localhost:30131 | index=132 | f=1, k=4
[2025-03-12 17:12:25,076] [INFO] [30131] PRE-PREPARE received: {'request_id': 1741767145002, 'data': 'llapbft_message_1741767145002', 'timestamp': 1741767145.0385158, 'leader': 30117, 'cluster_id': 1, 'cluster_ports': [30001, 30002, 30005, 30012, 30019, 30020, 30021, 30030, 30045, 30047, 30056, 30059, 30062, 30066, 30069, 30072, 30075, 30078, 30089, 30096, 30100, 30101, 30114, 30117, 30122, 30126, 30131, 30133, 30147, 30159, 30174, 30179, 30181, 30182, 30186, 30190, 30193, 30197], 'cluster_manager': {'host': 'localhost', 'port': 30174, 'latitude': 36.6267244, 'longitude': 127.4587295, 'altitude': 23, 'offset_m': 'lat: 13 m, lng: 20 m, alt: 23 m'}, 'simulated_delay': 0.00013155555555555555, 'distance': 95.37429075675749, 'message_size_bits': 4736}
[2025-03-12 17:12:25,082] [INFO] [30131] Broadcasting PREPARE: REQUEST 1741767145002
[2025-03-12 17:12:26,408] [INFO] [30131] PREPARE received from 30197 for REQUEST 1741767145002
[2025-03-12 17:12:26,408] [INFO] [30131] Broadcasting COMMIT: REQUEST 1741767145002
[2025-03-12 17:12:26,408] [INFO] [30131] PREPARE received from 30182 for REQUEST 1741767145002
[2025-03-12 17:12:26,501] [INFO] [30131] PREPARE received from 30186 for REQUEST 1741767145002
[2025-03-12 17:12:26,501] [INFO] [30131] PREPARE received from 30069 for REQUEST 1741767145002
[2025-03-12 17:12:26,503] [INFO] [30131] PREPARE received from 30019 for REQUEST 1741767145002
[2025-03-12 17:12:26,503] [INFO] [30131] PREPARE received from 30021 for REQUEST 1741767145002
[2025-03-12 17:12:26,503] [INFO] [30131] PREPARE received from 30122 for REQUEST 1741767145002
[2025-03-12 17:12:26,503] [INFO] [30131] PREPARE received from 30133 for REQUEST 1741767145002
[2025-03-12 17:12:27,212] [INFO] [30131] PREPARE received from 30114 for REQUEST 1741767145002
[2025-03-12 17:12:27,212] [INFO] [30131] PREPARE received from 30066 for REQUEST 1741767145002
