[2025-03-20 12:37:44,143] [INFO] Node started: localhost:30094 | index= 95 | f=1, k=4
[2025-03-20 12:37:53,406] [INFO] Phase: PRE-PREPARE | Receiver: 30094 | Sender: 30015 | Distance:   61.46 m | Delay: 0.4662s | Size: 16782240 bit
[2025-03-20 12:37:53,409] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30094 | Distance:   61.46 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:37:54,126] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30020 | Distance:   34.07 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:37:54,139] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30094 | Distance:   34.07 m | Delay: 0.3107s | Size: 16778160 bit
[2025-03-20 12:37:55,629] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30009 | Distance:   49.61 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:55,685] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30093 | Distance:   43.40 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:56,095] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30039 | Distance:   64.18 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:56,882] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30054 | Distance:   45.15 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:57,143] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30059 | Distance:   47.73 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:37:57,188] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30088 | Distance:  102.65 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:57,311] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30015 | Distance:   61.46 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:57,352] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30060 | Distance:   93.38 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:37:57,366] [INFO] Phase: PRE-REPLY | Receiver: 30022 | Sender: 30094 | Distance:   93.38 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:37:57,443] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30059 | Distance:   47.73 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:37:57,508] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30060 | Distance:   93.38 m | Delay: 0.4661s | Size: 16778992 bit
