[2025-03-20 12:37:46,358] [INFO] Node started: localhost:30105 | index=106 | f=1, k=4
[2025-03-20 12:38:06,353] [INFO] Phase: PRE-PREPARE | Receiver: 30105 | Sender: 30002 | Distance:   72.60 m | Delay: 0.4662s | Size: 16782304 bit
[2025-03-20 12:38:06,375] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30105 | Distance:   72.60 m | Delay: 0.4662s | Size: 16778152 bit
[2025-03-20 12:38:12,905] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30046 | Distance:   87.15 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:12,917] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30105 | Distance:   87.15 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:38:20,082] [INFO] Phase: COMMIT | Receiver: 30105 | Sender: 30046 | Distance:   87.15 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:38:20,144] [INFO] Phase: COMMIT | Receiver: 30105 | Sender: 30002 | Distance:   72.60 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:20,156] [INFO] Phase: PRE-REPLY | Receiver: 30056 | Sender: 30105 | Distance:   72.60 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:38:20,337] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30108 | Distance:   76.04 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:20,530] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30072 | Distance:   42.03 m | Delay: 0.3107s | Size: 16778984 bit
[2025-03-20 12:38:20,563] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30011 | Distance:  158.60 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:38:20,589] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30053 | Distance:   29.36 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:20,664] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30097 | Distance:  116.25 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:20,772] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30017 | Distance:   80.26 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:20,840] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30065 | Distance:   71.02 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:20,929] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30109 | Distance:   76.04 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:21,131] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30033 | Distance:  118.75 m | Delay: 0.6991s | Size: 16779000 bit
