[2025-03-11 17:49:30,375] [INFO] Node started: localhost:30170 | index=171 | f=1, k=4
[2025-03-11 17:49:38,429] [INFO] [30170] PRE-PREPARE received: {'request_id': 1741682977666, 'data': 'llapbft_message_1741682977666', 'timestamp': 1741682977.7055552, 'leader': 30004, 'cluster_id': 0, 'cluster_ports': [30000, 30004, 30006, 30007, 30011, 30015, 30018, 30023, 30027, 30036, 30039, 30041, 30042, 30043, 30044, 30046, 30049, 30053, 30059, 30061, 30065, 30066, 30070, 30074, 30078, 30083, 30094, 30096, 30098, 30100, 30102, 30104, 30108, 30109, 30110, 30111, 30113, 30115, 30116, 30126, 30131, 30132, 30139, 30147, 30150, 30151, 30154, 30161, 30162, 30170, 30172, 30176, 30177, 30181, 30185, 30187, 30189], 'cluster_manager': {'host': 'localhost', 'port': 30074, 'latitude': 36.6269982, 'longitude': 127.4590819, 'altitude': 88, 'offset_m': 'lat: 44 m, lng: 51 m, alt: 88 m'}, 'simulated_delay': 0.00024166666666666667, 'distance': 101.99610175358914, 'message_size_bits': 5800}
[2025-03-11 17:49:38,439] [INFO] [30170] Broadcasting PREPARE: REQUEST 1741682977666
[2025-03-11 17:49:39,030] [INFO] [30170] PREPARE received from 30110 for REQUEST 1741682977666
[2025-03-11 17:49:39,030] [INFO] [30170] Broadcasting COMMIT: REQUEST 1741682977666
[2025-03-11 17:49:39,039] [INFO] [30170] COMMIT received from 30110 for REQUEST 1741682977666
[2025-03-11 17:49:39,623] [INFO] [30170] PREPARE received from 30096 for REQUEST 1741682977666
[2025-03-11 17:49:39,838] [INFO] [30170] PREPARE received from 30011 for REQUEST 1741682977666
[2025-03-11 17:49:39,938] [INFO] [30170] PREPARE received from 30126 for REQUEST 1741682977666
[2025-03-11 17:49:39,993] [INFO] [30170] COMMIT received from 30126 for REQUEST 1741682977666
[2025-03-11 17:49:39,993] [INFO] [30170] COMMIT complete. Sending PRE-REPLY: REQUEST 1741682977666 directly to Manager 30074
[2025-03-11 17:49:40,047] [INFO] [30170] PREPARE received from 30078 for REQUEST 1741682977666
[2025-03-11 17:49:40,065] [INFO] [30170] COMMIT received from 30011 for REQUEST 1741682977666
[2025-03-11 17:49:40,142] [INFO] [30170] COMMIT received from 30078 for REQUEST 1741682977666
[2025-03-11 17:49:40,184] [INFO] [30170] PREPARE received from 30162 for REQUEST 1741682977666
[2025-03-11 17:49:40,184] [INFO] [30170] COMMIT received from 30162 for REQUEST 1741682977666
[2025-03-11 17:49:40,233] [INFO] [30170] COMMIT received from 30096 for REQUEST 1741682977666
[2025-03-11 17:49:40,233] [INFO] [30170] PREPARE received from 30100 for REQUEST 1741682977666
[2025-03-11 17:49:40,233] [INFO] [30170] COMMIT received from 30100 for REQUEST 1741682977666
[2025-03-11 17:49:40,376] [INFO] [30170] PREPARE received from 30116 for REQUEST 1741682977666
[2025-03-11 17:49:40,413] [INFO] [30170] COMMIT received from 30116 for REQUEST 1741682977666
[2025-03-11 17:49:40,413] [INFO] [30170] PREPARE received from 30151 for REQUEST 1741682977666
[2025-03-11 17:49:40,413] [INFO] [30170] COMMIT received from 30151 for REQUEST 1741682977666
[2025-03-11 17:49:40,727] [INFO] [30170] PREPARE received from 30150 for REQUEST 1741682977666
[2025-03-11 17:49:40,727] [INFO] [30170] PREPARE received from 30109 for REQUEST 1741682977666
