[2025-03-20 12:12:14,836] [INFO] Node started: localhost:30013 | index= 14 | f=1, k=4
[2025-03-20 12:12:26,756] [INFO] Phase: PRE-PREPARE | Receiver: 30013 | Sender: 30030 | Distance:   74.04 m | Delay: 0.4661s | Size: 16781368 bit
[2025-03-20 12:12:26,760] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30013 | Distance:   74.04 m | Delay: 0.4661s | Size: 16778152 bit
[2025-03-20 12:12:27,135] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30001 | Distance:   68.51 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:12:27,137] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30013 | Distance:   68.51 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:12:27,236] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30016 | Distance:   74.94 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:12:27,293] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30027 | Distance:   65.59 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:12:27,876] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30027 | Distance:   65.59 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:12:27,929] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30016 | Distance:   74.94 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:12:27,949] [INFO] Phase: PRE-REPLY | Receiver: 30029 | Sender: 30013 | Distance:   74.94 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:12:28,164] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30014 | Distance:   66.23 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:12:28,205] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30030 | Distance:   74.04 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:12:28,320] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30001 | Distance:   68.51 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:12:28,431] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30014 | Distance:   66.23 m | Delay: 0.4661s | Size: 16778976 bit
