[2025-03-20 12:37:35,716] [INFO] Node started: localhost:30052 | index= 53 | f=1, k=4
[2025-03-20 12:37:53,600] [INFO] Phase: PRE-PREPARE | Receiver: 30052 | Sender: 30015 | Distance:   61.46 m | Delay: 0.4662s | Size: 16782240 bit
[2025-03-20 12:37:53,608] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30052 | Distance:   61.46 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:37:54,034] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30020 | Distance:   34.07 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:37:54,044] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30052 | Distance:   34.07 m | Delay: 0.3107s | Size: 16778152 bit
[2025-03-20 12:37:56,459] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30009 | Distance:   49.61 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:57,615] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30088 | Distance:  102.65 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:57,665] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30093 | Distance:   43.40 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:57,712] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30054 | Distance:   45.15 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:57,781] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30039 | Distance:   64.18 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:57,811] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30094 | Distance:   42.30 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:57,906] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30118 | Distance:  147.03 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:37:58,009] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30060 | Distance:   93.38 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:37:58,040] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30059 | Distance:   47.73 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:37:58,052] [INFO] Phase: PRE-REPLY | Receiver: 30022 | Sender: 30052 | Distance:   47.73 m | Delay: 0.3107s | Size: 16778160 bit
[2025-03-20 12:37:58,099] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30015 | Distance:   61.46 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:58,125] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30060 | Distance:   93.38 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:58,150] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30059 | Distance:   47.73 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:37:58,239] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30020 | Distance:   34.07 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:37:58,265] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30088 | Distance:  102.65 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:58,293] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30114 | Distance:  147.03 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:58,318] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30054 | Distance:   45.15 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:58,344] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30039 | Distance:   64.18 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:58,372] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30062 | Distance:  162.73 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:37:58,400] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30114 | Distance:  147.03 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:37:58,425] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30042 | Distance:  117.24 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:37:58,453] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30110 | Distance:  146.25 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:58,477] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30042 | Distance:  117.24 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:58,504] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30032 | Distance:  119.36 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:58,534] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30045 | Distance:  130.31 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:37:58,562] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30094 | Distance:   42.30 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:58,591] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30064 | Distance:  102.37 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:58,615] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30045 | Distance:  130.31 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:37:58,641] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30043 | Distance:  157.03 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:37:58,668] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30032 | Distance:  119.36 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:58,692] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30093 | Distance:   43.40 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:58,720] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30009 | Distance:   49.61 m | Delay: 0.3107s | Size: 16778984 bit
[2025-03-20 12:37:58,749] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30118 | Distance:  147.03 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:58,809] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30111 | Distance:   33.82 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:58,846] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30043 | Distance:  157.03 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:37:58,882] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30047 | Distance:  104.81 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:37:58,965] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30001 | Distance:   52.29 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:59,015] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30018 | Distance:  126.98 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:59,043] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30018 | Distance:  126.98 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:37:59,071] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30064 | Distance:  102.37 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:37:59,097] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30001 | Distance:   52.29 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:59,144] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30008 | Distance:  151.31 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:37:59,184] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30008 | Distance:  151.31 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:37:59,207] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30006 | Distance:   99.73 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:59,233] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30006 | Distance:   99.73 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:59,261] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30111 | Distance:   33.82 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:37:59,286] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30047 | Distance:  104.81 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:37:59,314] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30099 | Distance:   88.80 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:37:59,338] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30099 | Distance:   88.80 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:37:59,413] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30037 | Distance:  170.57 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:37:59,435] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30078 | Distance:   76.87 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:59,460] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30037 | Distance:  170.57 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:37:59,486] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30078 | Distance:   76.87 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:37:59,531] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30010 | Distance:  155.18 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:37:59,557] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30010 | Distance:  155.18 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:37:59,612] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30110 | Distance:  146.25 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:37:59,631] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30062 | Distance:  162.73 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:38:01,869] [INFO] Phase: PRE-PREPARE | Receiver: 30052 | Sender: 30015 | Distance:   61.46 m | Delay: 0.4662s | Size: 16782240 bit
[2025-03-20 12:38:01,887] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30052 | Distance:   61.46 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:38:02,700] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30039 | Distance:   64.18 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:02,714] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30052 | Distance:   64.18 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:38:02,749] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30006 | Distance:   99.73 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:03,578] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30093 | Distance:   43.40 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:04,220] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30094 | Distance:   42.30 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:04,549] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30088 | Distance:  102.65 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:04,823] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30054 | Distance:   45.15 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:05,273] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30059 | Distance:   47.73 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:05,554] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30045 | Distance:  130.31 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:38:05,662] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30009 | Distance:   49.61 m | Delay: 0.3107s | Size: 16778984 bit
[2025-03-20 12:38:05,700] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30064 | Distance:  102.37 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:05,745] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30060 | Distance:   93.38 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:05,782] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30020 | Distance:   34.07 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:05,816] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30032 | Distance:  119.36 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:05,867] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30018 | Distance:  126.98 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:05,901] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30078 | Distance:   76.87 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:05,932] [INFO] Phase: COMMIT | Receiver: 30052 | Sender: 30064 | Distance:  102.37 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:05,968] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30111 | Distance:   33.82 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:06,008] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30114 | Distance:  147.03 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:06,049] [INFO] Phase: PREPARE | Receiver: 30052 | Sender: 30062 | Distance:  162.73 m | Delay: 0.9322s | Size: 16779000 bit
