[2025-03-20 12:37:42,745] [INFO] Node started: localhost:30087 | index= 88 | f=1, k=4
[2025-03-20 12:38:01,647] [INFO] Phase: PRE-PREPARE | Receiver: 30087 | Sender: 30024 | Distance:   78.95 m | Delay: 0.4662s | Size: 16782168 bit
[2025-03-20 12:38:01,655] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30087 | Distance:   78.95 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:38:07,487] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30107 | Distance:   93.36 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:07,501] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30087 | Distance:   93.36 m | Delay: 0.4661s | Size: 16778152 bit
[2025-03-20 12:38:08,146] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30082 | Distance:   72.70 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:08,399] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30076 | Distance:  124.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:09,387] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30029 | Distance:   42.48 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:09,425] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30074 | Distance:   92.98 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:38:09,470] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30115 | Distance:   54.94 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:09,535] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30044 | Distance:  113.77 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:38:09,772] [INFO] Phase: COMMIT | Receiver: 30087 | Sender: 30082 | Distance:   72.70 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:09,814] [INFO] Phase: COMMIT | Receiver: 30087 | Sender: 30076 | Distance:  124.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:09,827] [INFO] Phase: PRE-REPLY | Receiver: 30073 | Sender: 30087 | Distance:  124.20 m | Delay: 0.6991s | Size: 16778152 bit
[2025-03-20 12:38:09,932] [INFO] Phase: COMMIT | Receiver: 30087 | Sender: 30107 | Distance:   93.36 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:09,968] [INFO] Phase: COMMIT | Receiver: 30087 | Sender: 30024 | Distance:   78.95 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:10,025] [INFO] Phase: COMMIT | Receiver: 30087 | Sender: 30115 | Distance:   54.94 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:10,055] [INFO] Phase: COMMIT | Receiver: 30087 | Sender: 30044 | Distance:  113.77 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:10,090] [INFO] Phase: COMMIT | Receiver: 30087 | Sender: 30029 | Distance:   42.48 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:10,179] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30092 | Distance:    8.84 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:10,230] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30077 | Distance:  148.71 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:10,272] [INFO] Phase: COMMIT | Receiver: 30087 | Sender: 30074 | Distance:   92.98 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:10,349] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30085 | Distance:   55.48 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:10,408] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30057 | Distance:   47.75 m | Delay: 0.3107s | Size: 16778984 bit
[2025-03-20 12:38:10,519] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30117 | Distance:   61.58 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:38:10,550] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30113 | Distance:   77.17 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:11,395] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30086 | Distance:   15.89 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:38:11,474] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30091 | Distance:  141.18 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:11,524] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30095 | Distance:   55.12 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:12,541] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30027 | Distance:  131.59 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:13,608] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30067 | Distance:  134.38 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:14,041] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30019 | Distance:  122.13 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:14,313] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30100 | Distance:   95.36 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:38:14,876] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30066 | Distance:  149.93 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:15,568] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30119 | Distance:   61.58 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:15,647] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30116 | Distance:  142.78 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:15,694] [INFO] Phase: COMMIT | Receiver: 30087 | Sender: 30092 | Distance:    8.84 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:38:15,739] [INFO] Phase: COMMIT | Receiver: 30087 | Sender: 30117 | Distance:   61.58 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:38:15,834] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30080 | Distance:  136.01 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:38:15,901] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30104 | Distance:  118.38 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:38:15,949] [INFO] Phase: COMMIT | Receiver: 30087 | Sender: 30027 | Distance:  131.59 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:38:15,994] [INFO] Phase: PREPARE | Receiver: 30087 | Sender: 30000 | Distance:  134.01 m | Delay: 0.6991s | Size: 16779000 bit
