[2025-03-20 12:39:48,694] [INFO] Node started: localhost:30075 | index= 76 | f=1, k=4
[2025-03-20 12:40:12,264] [INFO] Phase: PRE-PREPARE | Receiver: 30075 | Sender: 30119 | Distance:   72.70 m | Delay: 0.4662s | Size: 16782168 bit
[2025-03-20 12:40:12,390] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30075 | Distance:   72.70 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:40:20,957] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30101 | Distance:  117.71 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:21,105] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30075 | Distance:  117.71 m | Delay: 0.6991s | Size: 16778152 bit
[2025-03-20 12:40:22,950] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30057 | Distance:   75.75 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:22,994] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30095 | Distance:   51.61 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:23,031] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30052 | Distance:   63.19 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:23,067] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30082 | Distance:  156.61 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:23,414] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30119 | Distance:   72.70 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:23,453] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30069 | Distance:  113.16 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:23,469] [INFO] Phase: PRE-REPLY | Receiver: 30047 | Sender: 30075 | Distance:  113.16 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:40:23,563] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30069 | Distance:  113.16 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:23,852] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30091 | Distance:   68.64 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:23,898] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30057 | Distance:   75.75 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:24,057] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30000 | Distance:   79.59 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:24,493] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30104 | Distance:   97.63 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:24,732] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30056 | Distance:  172.69 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:26,047] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30084 | Distance:  111.47 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:26,154] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30060 | Distance:   93.08 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:26,464] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30118 | Distance:   67.45 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:26,603] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30095 | Distance:   51.61 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:26,755] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30041 | Distance:  193.84 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:27,160] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30079 | Distance:  179.20 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:27,445] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30044 | Distance:   45.83 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:40:27,522] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30112 | Distance:  142.17 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:27,627] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30093 | Distance:   52.81 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:27,694] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30082 | Distance:  156.61 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:27,736] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30106 | Distance:  113.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:27,772] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30101 | Distance:  117.71 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:27,829] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30042 | Distance:   87.69 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:27,867] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30001 | Distance:   95.79 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:27,904] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30052 | Distance:   63.19 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:27,975] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30012 | Distance:  156.61 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:28,013] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30054 | Distance:   51.32 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:28,118] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30033 | Distance:  168.38 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:28,176] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30104 | Distance:   97.63 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:28,210] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30072 | Distance:  150.62 m | Delay: 0.0000s | Size: 16778992 bit
[2025-03-20 12:40:28,242] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30027 | Distance:  112.45 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:28,312] [INFO] Phase: PREPARE | Receiver: 30075 | Sender: 30049 | Distance:  153.53 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:28,381] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30093 | Distance:   52.81 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:28,415] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30091 | Distance:   68.64 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:28,432] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30000 | Distance:   79.59 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:28,452] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30033 | Distance:  168.38 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:28,468] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30106 | Distance:  113.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:28,520] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30118 | Distance:   67.45 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:28,583] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30112 | Distance:  142.17 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:28,595] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30084 | Distance:  111.47 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:28,610] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30001 | Distance:   95.79 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:28,648] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30079 | Distance:  179.20 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:28,673] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30012 | Distance:  156.61 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:28,689] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30056 | Distance:  172.69 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:28,705] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30054 | Distance:   51.32 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:28,731] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30060 | Distance:   93.08 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:28,753] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30044 | Distance:   45.83 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:40:28,769] [INFO] Phase: COMMIT | Receiver: 30075 | Sender: 30041 | Distance:  193.84 m | Delay: 0.9322s | Size: 16779000 bit
