[2025-03-20 12:39:43,475] [INFO] Node started: localhost:30049 | index= 50 | f=1, k=4
[2025-03-20 12:40:12,370] [INFO] Phase: PRE-PREPARE | Receiver: 30049 | Sender: 30119 | Distance:   72.70 m | Delay: 0.4662s | Size: 16782168 bit
[2025-03-20 12:40:12,382] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30049 | Distance:   72.70 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:40:23,040] [INFO] Phase: PREPARE | Receiver: 30049 | Sender: 30057 | Distance:   75.75 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:23,057] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30049 | Distance:   75.75 m | Delay: 0.4661s | Size: 16778152 bit
[2025-03-20 12:40:23,095] [INFO] Phase: PREPARE | Receiver: 30049 | Sender: 30095 | Distance:   51.61 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:23,374] [INFO] Phase: PREPARE | Receiver: 30049 | Sender: 30044 | Distance:   45.83 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:40:23,504] [INFO] Phase: PREPARE | Receiver: 30049 | Sender: 30104 | Distance:   97.63 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:23,778] [INFO] Phase: PREPARE | Receiver: 30049 | Sender: 30101 | Distance:  117.71 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:24,075] [INFO] Phase: PREPARE | Receiver: 30049 | Sender: 30082 | Distance:  156.61 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:24,372] [INFO] Phase: PREPARE | Receiver: 30049 | Sender: 30052 | Distance:   63.19 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:25,802] [INFO] Phase: PREPARE | Receiver: 30049 | Sender: 30093 | Distance:   52.81 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:25,836] [INFO] Phase: PREPARE | Receiver: 30049 | Sender: 30075 | Distance:  179.99 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:25,861] [INFO] Phase: PREPARE | Receiver: 30049 | Sender: 30118 | Distance:   67.45 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:25,895] [INFO] Phase: PREPARE | Receiver: 30049 | Sender: 30084 | Distance:  111.47 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:25,923] [INFO] Phase: PREPARE | Receiver: 30049 | Sender: 30060 | Distance:   93.08 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:25,947] [INFO] Phase: PREPARE | Receiver: 30049 | Sender: 30079 | Distance:  179.20 m | Delay: 0.9322s | Size: 16779000 bit
