[2025-03-20 12:39:55,522] [INFO] Node started: localhost:30109 | index=110 | f=1, k=4
[2025-03-20 12:40:13,610] [INFO] Phase: PRE-PREPARE | Receiver: 30109 | Sender: 30066 | Distance:  128.33 m | Delay: 0.6993s | Size: 16782200 bit
[2025-03-20 12:40:13,786] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30109 | Distance:  128.33 m | Delay: 0.6993s | Size: 16778160 bit
[2025-03-20 12:40:22,630] [INFO] Phase: PREPARE | Receiver: 30109 | Sender: 30077 | Distance:  128.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:22,642] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30109 | Distance:  128.57 m | Delay: 0.6991s | Size: 16778152 bit
[2025-03-20 12:40:22,891] [INFO] Phase: PREPARE | Receiver: 30109 | Sender: 30080 | Distance:  120.26 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:23,724] [INFO] Phase: PREPARE | Receiver: 30109 | Sender: 30031 | Distance:  102.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:23,760] [INFO] Phase: COMMIT | Receiver: 30109 | Sender: 30077 | Distance:  128.57 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:23,791] [INFO] Phase: PREPARE | Receiver: 30109 | Sender: 30015 | Distance:  107.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:23,822] [INFO] Phase: PREPARE | Receiver: 30109 | Sender: 30039 | Distance:   90.24 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:23,852] [INFO] Phase: PREPARE | Receiver: 30109 | Sender: 30026 | Distance:  134.72 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:23,933] [INFO] Phase: PREPARE | Receiver: 30109 | Sender: 30036 | Distance:  101.06 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:23,960] [INFO] Phase: PREPARE | Receiver: 30109 | Sender: 30087 | Distance:  139.49 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:24,020] [INFO] Phase: COMMIT | Receiver: 30109 | Sender: 30066 | Distance:  128.33 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:24,029] [INFO] Phase: PRE-REPLY | Receiver: 30038 | Sender: 30109 | Distance:  128.33 m | Delay: 0.6991s | Size: 16778152 bit
[2025-03-20 12:40:24,089] [INFO] Phase: PREPARE | Receiver: 30109 | Sender: 30070 | Distance:   50.45 m | Delay: 0.0000s | Size: 16779000 bit
[2025-03-20 12:40:24,126] [INFO] Phase: PREPARE | Receiver: 30109 | Sender: 30088 | Distance:   90.71 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:24,156] [INFO] Phase: PREPARE | Receiver: 30109 | Sender: 30062 | Distance:  138.72 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:24,305] [INFO] Phase: COMMIT | Receiver: 30109 | Sender: 30080 | Distance:  120.26 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:24,343] [INFO] Phase: PREPARE | Receiver: 30109 | Sender: 30018 | Distance:   77.01 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:24,372] [INFO] Phase: PREPARE | Receiver: 30109 | Sender: 30059 | Distance:   93.88 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:24,398] [INFO] Phase: PREPARE | Receiver: 30109 | Sender: 30083 | Distance:   59.29 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:24,461] [INFO] Phase: PREPARE | Receiver: 30109 | Sender: 30046 | Distance:   94.10 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:24,504] [INFO] Phase: PREPARE | Receiver: 30109 | Sender: 30113 | Distance:  127.46 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:24,533] [INFO] Phase: PREPARE | Receiver: 30109 | Sender: 30067 | Distance:  138.57 m | Delay: 0.6991s | Size: 16778992 bit
