[2025-03-20 12:06:05,961] [INFO] Random node started: localhost:30001 | index=  2 | f=1, k=4
[2025-03-20 12:06:19,057] [INFO] Phase: PRE-PREPARE | Receiver: 30001 | Sender: 30038 | Distance:  166.35 m | Delay: 0.9323s | Size: 16781216 bit
[2025-03-20 12:06:19,073] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30001 | Distance:  166.35 m | Delay: 0.9323s | Size: 16778312 bit
[2025-03-20 12:06:19,514] [INFO] Phase: PREPARE | Receiver: 30001 | Sender: 30000 | Distance:  116.31 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:19,526] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30001 | Distance:  116.31 m | Delay: 0.6991s | Size: 16778320 bit
[2025-03-20 12:06:19,550] [INFO] Phase: PREPARE | Receiver: 30001 | Sender: 30031 | Distance:   66.65 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:20,009] [INFO] Phase: PREPARE | Receiver: 30001 | Sender: 30028 | Distance:  144.40 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,140] [INFO] Phase: PREPARE | Receiver: 30001 | Sender: 30013 | Distance:   38.84 m | Delay: 0.3107s | Size: 16779152 bit
[2025-03-20 12:06:20,209] [INFO] Phase: PREPARE | Receiver: 30001 | Sender: 30029 | Distance:   81.28 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:20,277] [INFO] Phase: PREPARE | Receiver: 30001 | Sender: 30025 | Distance:  166.78 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:20,410] [INFO] Phase: PREPARE | Receiver: 30001 | Sender: 30006 | Distance:  129.58 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,602] [INFO] Phase: COMMIT | Receiver: 30001 | Sender: 30038 | Distance:  166.35 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:20,628] [INFO] Phase: COMMIT | Receiver: 30001 | Sender: 30013 | Distance:   38.84 m | Delay: 0.3107s | Size: 16779152 bit
[2025-03-20 12:06:20,638] [INFO] Phase: PRE-REPLY | Receiver: 30009 | Sender: 30001 | Distance:   38.84 m | Delay: 0.3107s | Size: 16778320 bit
[2025-03-20 12:06:20,694] [INFO] Phase: COMMIT | Receiver: 30001 | Sender: 30000 | Distance:  116.31 m | Delay: 0.6991s | Size: 16779152 bit
