[2025-03-20 12:39:51,313] [INFO] Node started: localhost:30088 | index= 89 | f=1, k=4
[2025-03-20 12:40:13,404] [INFO] Phase: PRE-PREPARE | Receiver: 30088 | Sender: 30066 | Distance:  128.33 m | Delay: 0.6993s | Size: 16782200 bit
[2025-03-20 12:40:13,574] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30088 | Distance:  128.33 m | Delay: 0.6993s | Size: 16778160 bit
[2025-03-20 12:40:19,603] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30077 | Distance:  128.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:19,614] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30088 | Distance:  128.57 m | Delay: 0.6991s | Size: 16778152 bit
[2025-03-20 12:40:20,030] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30080 | Distance:  120.26 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:21,205] [INFO] Phase: COMMIT | Receiver: 30088 | Sender: 30077 | Distance:  128.57 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:21,232] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30015 | Distance:  107.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:21,257] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30039 | Distance:   90.24 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:21,283] [INFO] Phase: COMMIT | Receiver: 30088 | Sender: 30066 | Distance:  128.33 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:21,294] [INFO] Phase: PRE-REPLY | Receiver: 30038 | Sender: 30088 | Distance:  128.33 m | Delay: 0.6991s | Size: 16778136 bit
[2025-03-20 12:40:21,915] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30026 | Distance:  134.72 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:22,605] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30031 | Distance:  102.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:23,610] [INFO] Phase: COMMIT | Receiver: 30088 | Sender: 30080 | Distance:  120.26 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:24,597] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30067 | Distance:  138.57 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:24,966] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30087 | Distance:  139.49 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:25,188] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30036 | Distance:  101.06 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:25,244] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30070 | Distance:   50.45 m | Delay: 0.0000s | Size: 16779000 bit
[2025-03-20 12:40:25,281] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30062 | Distance:  138.72 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:25,316] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30018 | Distance:   77.01 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:25,446] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30059 | Distance:   93.88 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:25,478] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30083 | Distance:   59.29 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:25,511] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30113 | Distance:  127.46 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:25,628] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30111 | Distance:  134.59 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:25,721] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30046 | Distance:   94.10 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:25,761] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30008 | Distance:  112.30 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:25,804] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30109 | Distance:  115.50 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:25,915] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30061 | Distance:   82.49 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:25,956] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30058 | Distance:   78.92 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:25,992] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30019 | Distance:  141.42 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:26,028] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30055 | Distance:   57.40 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:26,059] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30085 | Distance:  175.01 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:26,113] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30021 | Distance:   50.45 m | Delay: 0.0000s | Size: 16779000 bit
[2025-03-20 12:40:26,154] [INFO] Phase: COMMIT | Receiver: 30088 | Sender: 30067 | Distance:  138.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:26,202] [INFO] Phase: COMMIT | Receiver: 30088 | Sender: 30039 | Distance:   90.24 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:26,225] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30007 | Distance:  160.98 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:26,251] [INFO] Phase: COMMIT | Receiver: 30088 | Sender: 30059 | Distance:   93.88 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:26,288] [INFO] Phase: COMMIT | Receiver: 30088 | Sender: 30007 | Distance:  160.98 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:26,360] [INFO] Phase: COMMIT | Receiver: 30088 | Sender: 30031 | Distance:  102.57 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:26,399] [INFO] Phase: COMMIT | Receiver: 30088 | Sender: 30015 | Distance:  107.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:26,480] [INFO] Phase: COMMIT | Receiver: 30088 | Sender: 30062 | Distance:  138.72 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:26,512] [INFO] Phase: PREPARE | Receiver: 30088 | Sender: 30102 | Distance:  106.33 m | Delay: 0.6991s | Size: 16778992 bit
