[2025-03-20 12:06:10,158] [INFO] Random node started: localhost:30022 | index= 23 | f=1, k=4
[2025-03-20 12:06:19,041] [INFO] Phase: PRE-PREPARE | Receiver: 30022 | Sender: 30027 | Distance:  145.70 m | Delay: 0.6992s | Size: 16781200 bit
[2025-03-20 12:06:19,053] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30022 | Distance:  145.70 m | Delay: 0.6992s | Size: 16778320 bit
[2025-03-20 12:06:19,746] [INFO] Phase: PREPARE | Receiver: 30022 | Sender: 30035 | Distance:  180.92 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:19,770] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30022 | Distance:  180.92 m | Delay: 0.9322s | Size: 16778320 bit
[2025-03-20 12:06:19,808] [INFO] Phase: PREPARE | Receiver: 30022 | Sender: 30007 | Distance:  145.80 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:19,860] [INFO] Phase: PREPARE | Receiver: 30022 | Sender: 30014 | Distance:  157.47 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:19,894] [INFO] Phase: PREPARE | Receiver: 30022 | Sender: 30020 | Distance:  111.87 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:19,929] [INFO] Phase: PREPARE | Receiver: 30022 | Sender: 30005 | Distance:   60.54 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:20,226] [INFO] Phase: PREPARE | Receiver: 30022 | Sender: 30002 | Distance:  174.30 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:20,260] [INFO] Phase: PREPARE | Receiver: 30022 | Sender: 30024 | Distance:  147.36 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:20,547] [INFO] Phase: COMMIT | Receiver: 30022 | Sender: 30035 | Distance:  180.92 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:20,570] [INFO] Phase: COMMIT | Receiver: 30022 | Sender: 30007 | Distance:  145.80 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:20,581] [INFO] Phase: PRE-REPLY | Receiver: 30016 | Sender: 30022 | Distance:  145.80 m | Delay: 0.6991s | Size: 16778320 bit
[2025-03-20 12:06:20,635] [INFO] Phase: COMMIT | Receiver: 30022 | Sender: 30005 | Distance:   60.54 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:20,655] [INFO] Phase: COMMIT | Receiver: 30022 | Sender: 30002 | Distance:  174.30 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:20,682] [INFO] Phase: COMMIT | Receiver: 30022 | Sender: 30024 | Distance:  147.36 m | Delay: 0.6991s | Size: 16779144 bit
[2025-03-20 12:06:20,708] [INFO] Phase: COMMIT | Receiver: 30022 | Sender: 30020 | Distance:  111.87 m | Delay: 0.6991s | Size: 16779160 bit
