[2025-03-20 12:39:52,715] [INFO] Node started: localhost:30095 | index= 96 | f=1, k=4
[2025-03-20 12:40:09,980] [INFO] Phase: PRE-PREPARE | Receiver: 30095 | Sender: 30119 | Distance:   72.70 m | Delay: 0.4662s | Size: 16782168 bit
[2025-03-20 12:40:09,982] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30095 | Distance:   72.70 m | Delay: 0.4662s | Size: 16778152 bit
[2025-03-20 12:40:14,856] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30057 | Distance:   75.75 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:14,870] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30095 | Distance:   75.75 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:40:15,262] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30052 | Distance:   63.19 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:16,021] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30082 | Distance:  156.61 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:18,556] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30101 | Distance:  117.71 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:20,051] [INFO] Phase: COMMIT | Receiver: 30095 | Sender: 30052 | Distance:   63.19 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:20,088] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30069 | Distance:  113.16 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:20,143] [INFO] Phase: COMMIT | Receiver: 30095 | Sender: 30082 | Distance:  156.61 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:20,158] [INFO] Phase: PRE-REPLY | Receiver: 30047 | Sender: 30095 | Distance:  156.61 m | Delay: 0.9322s | Size: 16778160 bit
[2025-03-20 12:40:20,229] [INFO] Phase: COMMIT | Receiver: 30095 | Sender: 30119 | Distance:   72.70 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:20,262] [INFO] Phase: COMMIT | Receiver: 30095 | Sender: 30069 | Distance:  113.16 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:21,160] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30091 | Distance:   68.64 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:21,753] [INFO] Phase: COMMIT | Receiver: 30095 | Sender: 30057 | Distance:   75.75 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:22,194] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30075 | Distance:  179.99 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:22,375] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30104 | Distance:   97.63 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:22,650] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30000 | Distance:   79.59 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:22,917] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30118 | Distance:   67.45 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:23,467] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30044 | Distance:   45.83 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:40:23,744] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30093 | Distance:   52.81 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:24,014] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30056 | Distance:  172.69 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:24,295] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30084 | Distance:  111.47 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:24,546] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30060 | Distance:   93.08 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:24,778] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30106 | Distance:  113.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:24,916] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30079 | Distance:  179.20 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:25,001] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30112 | Distance:  142.17 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:25,041] [INFO] Phase: COMMIT | Receiver: 30095 | Sender: 30101 | Distance:  117.71 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:25,314] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30042 | Distance:   87.69 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:25,371] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30012 | Distance:  156.61 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:25,410] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30054 | Distance:   51.32 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:25,511] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30033 | Distance:  168.38 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:25,547] [INFO] Phase: PREPARE | Receiver: 30095 | Sender: 30001 | Distance:   95.79 m | Delay: 0.4661s | Size: 16778992 bit
