[2025-03-20 12:06:08,349] [INFO] Random node started: localhost:30013 | index= 14 | f=1, k=4
[2025-03-20 12:06:19,049] [INFO] Phase: PRE-PREPARE | Receiver: 30013 | Sender: 30038 | Distance:  181.59 m | Delay: 0.9322s | Size: 16781216 bit
[2025-03-20 12:06:19,059] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30013 | Distance:  181.59 m | Delay: 0.9322s | Size: 16778320 bit
[2025-03-20 12:06:19,530] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30031 | Distance:   96.71 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:19,545] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30013 | Distance:   96.71 m | Delay: 0.4661s | Size: 16778320 bit
[2025-03-20 12:06:19,581] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30000 | Distance:  139.92 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:19,880] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30028 | Distance:  147.93 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:19,907] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30029 | Distance:  118.49 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:19,957] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30001 | Distance:   38.84 m | Delay: 0.3107s | Size: 16779144 bit
[2025-03-20 12:06:19,989] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30025 | Distance:  171.18 m | Delay: 0.9321s | Size: 16779144 bit
[2025-03-20 12:06:20,085] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30006 | Distance:  157.02 m | Delay: 0.9321s | Size: 16779160 bit
[2025-03-20 12:06:20,181] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30000 | Distance:  139.92 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:20,205] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30038 | Distance:  181.59 m | Delay: 0.9321s | Size: 16779160 bit
[2025-03-20 12:06:20,215] [INFO] Phase: PRE-REPLY | Receiver: 30009 | Sender: 30013 | Distance:  181.59 m | Delay: 0.9321s | Size: 16778320 bit
[2025-03-20 12:06:20,276] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30031 | Distance:   96.71 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:20,364] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30028 | Distance:  147.93 m | Delay: 0.6991s | Size: 16779144 bit
[2025-03-20 12:06:20,521] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30025 | Distance:  171.18 m | Delay: 0.9321s | Size: 16779152 bit
[2025-03-20 12:06:20,579] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30029 | Distance:  118.49 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,601] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30001 | Distance:   38.84 m | Delay: 0.3107s | Size: 16779152 bit
[2025-03-20 12:06:20,634] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30006 | Distance:  157.02 m | Delay: 0.9321s | Size: 16779160 bit
[2025-03-20 12:06:24,060] [INFO] Phase: PRE-PREPARE | Receiver: 30013 | Sender: 30038 | Distance:  181.59 m | Delay: 0.9322s | Size: 16781216 bit
[2025-03-20 12:06:24,072] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30013 | Distance:  181.59 m | Delay: 0.9322s | Size: 16778320 bit
[2025-03-20 12:06:24,472] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30001 | Distance:   38.84 m | Delay: 0.3107s | Size: 16779144 bit
[2025-03-20 12:06:24,483] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30013 | Distance:   38.84 m | Delay: 0.3107s | Size: 16778304 bit
[2025-03-20 12:06:24,988] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30025 | Distance:  171.18 m | Delay: 0.9321s | Size: 16779152 bit
[2025-03-20 12:06:25,096] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30029 | Distance:  118.49 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:25,205] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30028 | Distance:  147.93 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:25,269] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30006 | Distance:  157.02 m | Delay: 0.9321s | Size: 16779160 bit
[2025-03-20 12:06:25,342] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30031 | Distance:   96.71 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:25,445] [INFO] Phase: PREPARE | Receiver: 30013 | Sender: 30000 | Distance:  139.92 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:25,617] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30001 | Distance:   38.84 m | Delay: 0.3107s | Size: 16779144 bit
[2025-03-20 12:06:25,680] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30006 | Distance:  157.02 m | Delay: 0.9321s | Size: 16779160 bit
[2025-03-20 12:06:25,694] [INFO] Phase: PRE-REPLY | Receiver: 30009 | Sender: 30013 | Distance:  157.02 m | Delay: 0.9321s | Size: 16778320 bit
[2025-03-20 12:06:25,733] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30031 | Distance:   96.71 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:25,741] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30000 | Distance:  139.92 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:25,757] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30038 | Distance:  181.59 m | Delay: 0.9321s | Size: 16779152 bit
[2025-03-20 12:06:25,773] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30028 | Distance:  147.93 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:25,773] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30029 | Distance:  118.49 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:25,804] [INFO] Phase: COMMIT | Receiver: 30013 | Sender: 30025 | Distance:  171.18 m | Delay: 0.9321s | Size: 16779152 bit
[2025-03-20 12:06:29,036] [INFO] Phase: PRE-PREPARE | Receiver: 30013 | Sender: 30038 | Distance:  181.59 m | Delay: 0.9322s | Size: 16781216 bit
[2025-03-20 12:06:29,045] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30013 | Distance:  181.59 m | Delay: 0.9322s | Size: 16778320 bit
