[2025-03-20 12:39:42,074] [INFO] Node started: localhost:30042 | index= 43 | f=1, k=4
[2025-03-20 12:40:11,977] [INFO] Phase: PRE-PREPARE | Receiver: 30042 | Sender: 30119 | Distance:   72.70 m | Delay: 0.4662s | Size: 16782168 bit
[2025-03-20 12:40:11,989] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30042 | Distance:   72.70 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:40:20,377] [INFO] Phase: PREPARE | Receiver: 30042 | Sender: 30057 | Distance:   75.75 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:20,390] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30042 | Distance:   75.75 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:40:20,956] [INFO] Phase: PREPARE | Receiver: 30042 | Sender: 30069 | Distance:  113.16 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:21,331] [INFO] Phase: PREPARE | Receiver: 30042 | Sender: 30095 | Distance:   51.61 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:21,567] [INFO] Phase: PREPARE | Receiver: 30042 | Sender: 30052 | Distance:   63.19 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:21,886] [INFO] Phase: PREPARE | Receiver: 30042 | Sender: 30101 | Distance:  117.71 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:22,179] [INFO] Phase: PREPARE | Receiver: 30042 | Sender: 30104 | Distance:   97.63 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:22,474] [INFO] Phase: PREPARE | Receiver: 30042 | Sender: 30082 | Distance:  156.61 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:26,016] [INFO] Phase: PREPARE | Receiver: 30042 | Sender: 30075 | Distance:  179.99 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:26,138] [INFO] Phase: COMMIT | Receiver: 30042 | Sender: 30119 | Distance:   72.70 m | Delay: 0.4661s | Size: 16778984 bit
