[2025-03-20 12:39:54,720] [INFO] Node started: localhost:30105 | index=106 | f=1, k=4
[2025-03-20 12:40:09,973] [INFO] Phase: PRE-PREPARE | Receiver: 30105 | Sender: 30076 | Distance:  120.12 m | Delay: 0.6993s | Size: 16782200 bit
[2025-03-20 12:40:09,982] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30105 | Distance:  120.12 m | Delay: 0.6993s | Size: 16778160 bit
[2025-03-20 12:40:16,159] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30050 | Distance:  114.85 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:16,169] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30105 | Distance:  114.85 m | Delay: 0.6991s | Size: 16778152 bit
[2025-03-20 12:40:18,206] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30094 | Distance:   94.56 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:18,492] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30030 | Distance:   66.08 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:18,629] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30115 | Distance:  127.47 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:20,979] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30022 | Distance:   94.02 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:22,684] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30048 | Distance:   58.12 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:24,756] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30034 | Distance:   55.48 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:25,244] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30103 | Distance:   31.62 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:40:26,826] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30098 | Distance:  111.29 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:26,879] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30100 | Distance:  161.85 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:26,903] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30107 | Distance:  143.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:26,931] [INFO] Phase: COMMIT | Receiver: 30105 | Sender: 30030 | Distance:   66.08 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:26,954] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30020 | Distance:   96.56 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:26,982] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30089 | Distance:   83.72 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:27,010] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30051 | Distance:   56.87 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:27,128] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30114 | Distance:   88.51 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:27,154] [INFO] Phase: COMMIT | Receiver: 30105 | Sender: 30078 | Distance:   78.14 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:27,164] [INFO] Phase: PRE-REPLY | Receiver: 30029 | Sender: 30105 | Distance:   78.14 m | Delay: 0.4661s | Size: 16778152 bit
[2025-03-20 12:40:27,213] [INFO] Phase: COMMIT | Receiver: 30105 | Sender: 30115 | Distance:  127.47 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:27,249] [INFO] Phase: COMMIT | Receiver: 30105 | Sender: 30114 | Distance:   88.51 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:27,284] [INFO] Phase: COMMIT | Receiver: 30105 | Sender: 30003 | Distance:   89.31 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:27,310] [INFO] Phase: COMMIT | Receiver: 30105 | Sender: 30100 | Distance:  161.85 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:27,340] [INFO] Phase: COMMIT | Receiver: 30105 | Sender: 30094 | Distance:   94.56 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:27,368] [INFO] Phase: COMMIT | Receiver: 30105 | Sender: 30076 | Distance:  120.12 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:27,399] [INFO] Phase: COMMIT | Receiver: 30105 | Sender: 30020 | Distance:   96.56 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:27,427] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30010 | Distance:  128.51 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:27,451] [INFO] Phase: COMMIT | Receiver: 30105 | Sender: 30051 | Distance:   56.87 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:27,474] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30024 | Distance:  123.14 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:27,500] [INFO] Phase: COMMIT | Receiver: 30105 | Sender: 30024 | Distance:  123.14 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:27,530] [INFO] Phase: COMMIT | Receiver: 30105 | Sender: 30107 | Distance:  143.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:27,553] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30003 | Distance:   89.31 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:27,578] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30078 | Distance:   78.14 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:27,615] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30004 | Distance:   54.24 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:27,639] [INFO] Phase: COMMIT | Receiver: 30105 | Sender: 30086 | Distance:  153.09 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:27,663] [INFO] Phase: PREPARE | Receiver: 30105 | Sender: 30086 | Distance:  153.09 m | Delay: 0.9322s | Size: 16779000 bit
