[2025-03-20 12:39:42,861] [INFO] Node started: localhost:30046 | index= 47 | f=1, k=4
[2025-03-20 12:40:13,645] [INFO] Phase: PRE-PREPARE | Receiver: 30046 | Sender: 30066 | Distance:  128.33 m | Delay: 0.6993s | Size: 16782200 bit
[2025-03-20 12:40:13,663] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30046 | Distance:  128.33 m | Delay: 0.6993s | Size: 16778152 bit
[2025-03-20 12:40:22,181] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30077 | Distance:  128.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:22,335] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30046 | Distance:  128.57 m | Delay: 0.6991s | Size: 16778152 bit
[2025-03-20 12:40:23,272] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30080 | Distance:  120.26 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:24,930] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30083 | Distance:   59.29 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:25,061] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30087 | Distance:  139.49 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:25,288] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30036 | Distance:  101.06 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:25,480] [INFO] Phase: COMMIT | Receiver: 30046 | Sender: 30077 | Distance:  128.57 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:25,594] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30088 | Distance:   90.71 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:25,721] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30031 | Distance:  102.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:25,759] [INFO] Phase: PREPARE | Receiver: 30046 | Sender: 30109 | Distance:  115.50 m | Delay: 0.6991s | Size: 16779000 bit
