[2025-03-20 12:06:13,579] [INFO] Random node started: localhost:30039 | index= 40 | f=1, k=4
[2025-03-20 12:06:18,316] [INFO] Phase: PRE-PREPARE | Receiver: 30039 | Sender: 30015 | Distance:  162.07 m | Delay: 0.9323s | Size: 16781240 bit
[2025-03-20 12:06:18,322] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30039 | Distance:  162.07 m | Delay: 0.9323s | Size: 16778320 bit
[2025-03-20 12:06:18,414] [INFO] Phase: PREPARE | Receiver: 30039 | Sender: 30030 | Distance:  159.09 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:18,418] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30039 | Distance:  159.09 m | Delay: 0.9322s | Size: 16778304 bit
[2025-03-20 12:06:18,492] [INFO] Phase: PREPARE | Receiver: 30039 | Sender: 30026 | Distance:   81.91 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:18,501] [INFO] Phase: PREPARE | Receiver: 30039 | Sender: 30037 | Distance:  106.59 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:18,550] [INFO] Phase: PREPARE | Receiver: 30039 | Sender: 30021 | Distance:   72.37 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:18,554] [INFO] Phase: PREPARE | Receiver: 30039 | Sender: 30011 | Distance:   93.14 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:18,566] [INFO] Phase: PREPARE | Receiver: 30039 | Sender: 30004 | Distance:   68.20 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:18,575] [INFO] Phase: PREPARE | Receiver: 30039 | Sender: 30010 | Distance:  124.88 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:18,584] [INFO] Phase: COMMIT | Receiver: 30039 | Sender: 30037 | Distance:  106.59 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:18,592] [INFO] Phase: COMMIT | Receiver: 30039 | Sender: 30030 | Distance:  159.09 m | Delay: 0.9322s | Size: 16779160 bit
