[2025-03-20 12:06:13,176] [INFO] Random node started: localhost:30037 | index= 38 | f=1, k=4
[2025-03-20 12:06:18,311] [INFO] Phase: PRE-PREPARE | Receiver: 30037 | Sender: 30015 | Distance:  132.93 m | Delay: 0.6992s | Size: 16781240 bit
[2025-03-20 12:06:18,315] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30037 | Distance:  132.93 m | Delay: 0.6992s | Size: 16778320 bit
[2025-03-20 12:06:18,410] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30030 | Distance:  125.32 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:18,414] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30037 | Distance:  125.32 m | Delay: 0.6991s | Size: 16778320 bit
[2025-03-20 12:06:18,421] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30026 | Distance:  109.79 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:18,503] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30039 | Distance:  106.59 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:18,543] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30010 | Distance:  147.97 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:18,550] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30011 | Distance:  123.52 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:18,554] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30021 | Distance:   73.55 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:18,565] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30004 | Distance:   86.13 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:18,576] [INFO] Phase: COMMIT | Receiver: 30037 | Sender: 30030 | Distance:  125.32 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:18,588] [INFO] Phase: COMMIT | Receiver: 30037 | Sender: 30026 | Distance:  109.79 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:18,591] [INFO] Phase: PRE-REPLY | Receiver: 30036 | Sender: 30037 | Distance:  109.79 m | Delay: 0.6991s | Size: 16778320 bit
[2025-03-20 12:06:18,600] [INFO] Phase: COMMIT | Receiver: 30037 | Sender: 30039 | Distance:  106.59 m | Delay: 0.6991s | Size: 16779144 bit
[2025-03-20 12:06:18,615] [INFO] Phase: COMMIT | Receiver: 30037 | Sender: 30015 | Distance:  132.93 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:18,650] [INFO] Phase: COMMIT | Receiver: 30037 | Sender: 30011 | Distance:  123.52 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:18,664] [INFO] Phase: COMMIT | Receiver: 30037 | Sender: 30010 | Distance:  147.97 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:18,668] [INFO] Phase: COMMIT | Receiver: 30037 | Sender: 30004 | Distance:   86.13 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:18,683] [INFO] Phase: COMMIT | Receiver: 30037 | Sender: 30021 | Distance:   73.55 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:18,994] [INFO] Phase: PRE-PREPARE | Receiver: 30037 | Sender: 30015 | Distance:  132.93 m | Delay: 0.6992s | Size: 16781240 bit
[2025-03-20 12:06:18,999] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30037 | Distance:  132.93 m | Delay: 0.6992s | Size: 16778320 bit
[2025-03-20 12:06:19,268] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30021 | Distance:   73.55 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:19,284] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30037 | Distance:   73.55 m | Delay: 0.4661s | Size: 16778312 bit
[2025-03-20 12:06:19,679] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30030 | Distance:  125.32 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:19,719] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30039 | Distance:  106.59 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:19,868] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30026 | Distance:  109.79 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:19,913] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30011 | Distance:  123.52 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:19,950] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30010 | Distance:  147.97 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:19,995] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30004 | Distance:   86.13 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:20,044] [INFO] Phase: COMMIT | Receiver: 30037 | Sender: 30015 | Distance:  132.93 m | Delay: 0.6991s | Size: 16779144 bit
[2025-03-20 12:06:20,160] [INFO] Phase: COMMIT | Receiver: 30037 | Sender: 30021 | Distance:   73.55 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:20,177] [INFO] Phase: PRE-REPLY | Receiver: 30036 | Sender: 30037 | Distance:   73.55 m | Delay: 0.4661s | Size: 16778320 bit
[2025-03-20 12:06:20,276] [INFO] Phase: COMMIT | Receiver: 30037 | Sender: 30039 | Distance:  106.59 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,309] [INFO] Phase: COMMIT | Receiver: 30037 | Sender: 30030 | Distance:  125.32 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,407] [INFO] Phase: COMMIT | Receiver: 30037 | Sender: 30010 | Distance:  147.97 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,446] [INFO] Phase: COMMIT | Receiver: 30037 | Sender: 30026 | Distance:  109.79 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,485] [INFO] Phase: COMMIT | Receiver: 30037 | Sender: 30004 | Distance:   86.13 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:20,515] [INFO] Phase: COMMIT | Receiver: 30037 | Sender: 30011 | Distance:  123.52 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:24,066] [INFO] Phase: PRE-PREPARE | Receiver: 30037 | Sender: 30015 | Distance:  132.93 m | Delay: 0.6992s | Size: 16781240 bit
[2025-03-20 12:06:24,076] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30037 | Distance:  132.93 m | Delay: 0.6992s | Size: 16778320 bit
[2025-03-20 12:06:24,644] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30011 | Distance:  123.52 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:24,666] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30037 | Distance:  123.52 m | Delay: 0.6991s | Size: 16778320 bit
[2025-03-20 12:06:24,699] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30030 | Distance:  125.32 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:25,086] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30039 | Distance:  106.59 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:25,134] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30026 | Distance:  109.79 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:25,265] [INFO] Phase: PREPARE | Receiver: 30037 | Sender: 30021 | Distance:   73.55 m | Delay: 0.4661s | Size: 16779144 bit
