[2025-03-20 12:39:51,513] [INFO] Node started: localhost:30089 | index= 90 | f=1, k=4
[2025-03-20 12:40:10,328] [INFO] Phase: PRE-PREPARE | Receiver: 30089 | Sender: 30076 | Distance:  120.12 m | Delay: 0.6993s | Size: 16782200 bit
[2025-03-20 12:40:10,338] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30089 | Distance:  120.12 m | Delay: 0.6993s | Size: 16778160 bit
[2025-03-20 12:40:16,798] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30030 | Distance:   66.08 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:16,812] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30089 | Distance:   66.08 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:40:16,859] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30094 | Distance:   94.56 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:17,688] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30103 | Distance:   31.62 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:40:17,723] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30022 | Distance:   94.02 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:17,754] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30034 | Distance:   55.48 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:17,785] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30115 | Distance:  127.47 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:17,817] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30048 | Distance:   58.12 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:17,850] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30105 | Distance:  104.82 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:18,040] [INFO] Phase: COMMIT | Receiver: 30089 | Sender: 30030 | Distance:   66.08 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:18,071] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30010 | Distance:  128.51 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:18,492] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30004 | Distance:   54.24 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:19,183] [INFO] Phase: COMMIT | Receiver: 30089 | Sender: 30076 | Distance:  120.12 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:19,395] [INFO] Phase: PRE-REPLY | Receiver: 30029 | Sender: 30089 | Distance:  120.12 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:40:19,936] [INFO] Phase: COMMIT | Receiver: 30089 | Sender: 30094 | Distance:   94.56 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:26,988] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30100 | Distance:  161.85 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:27,035] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30107 | Distance:  143.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:27,065] [INFO] Phase: COMMIT | Receiver: 30089 | Sender: 30107 | Distance:  143.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:27,121] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30024 | Distance:  123.14 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:27,148] [INFO] Phase: COMMIT | Receiver: 30089 | Sender: 30100 | Distance:  161.85 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:27,170] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30051 | Distance:   56.87 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:27,194] [INFO] Phase: COMMIT | Receiver: 30089 | Sender: 30024 | Distance:  123.14 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:27,221] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30020 | Distance:   96.56 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:27,239] [INFO] Phase: PREPARE | Receiver: 30089 | Sender: 30117 | Distance:  148.95 m | Delay: 0.6991s | Size: 16779000 bit
