[2025-03-20 12:39:44,480] [INFO] Node started: localhost:30054 | index= 55 | f=1, k=4
[2025-03-20 12:40:12,054] [INFO] Phase: PRE-PREPARE | Receiver: 30054 | Sender: 30119 | Distance:   72.70 m | Delay: 0.4662s | Size: 16782168 bit
[2025-03-20 12:40:12,066] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30054 | Distance:   72.70 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:40:22,010] [INFO] Phase: PREPARE | Receiver: 30054 | Sender: 30057 | Distance:   75.75 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:22,028] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30054 | Distance:   75.75 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:40:22,072] [INFO] Phase: PREPARE | Receiver: 30054 | Sender: 30095 | Distance:   51.61 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:23,362] [INFO] Phase: PREPARE | Receiver: 30054 | Sender: 30052 | Distance:   63.19 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:23,395] [INFO] Phase: PREPARE | Receiver: 30054 | Sender: 30091 | Distance:   68.64 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:23,428] [INFO] Phase: PREPARE | Receiver: 30054 | Sender: 30069 | Distance:  113.16 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:23,467] [INFO] Phase: PREPARE | Receiver: 30054 | Sender: 30101 | Distance:  117.71 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:23,503] [INFO] Phase: PREPARE | Receiver: 30054 | Sender: 30082 | Distance:  156.61 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:23,690] [INFO] Phase: PREPARE | Receiver: 30054 | Sender: 30000 | Distance:   79.59 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:24,000] [INFO] Phase: COMMIT | Receiver: 30054 | Sender: 30119 | Distance:   72.70 m | Delay: 0.4661s | Size: 16778984 bit
