[2025-03-20 12:39:42,263] [INFO] Node started: localhost:30043 | index= 44 | f=1, k=4
[2025-03-20 12:40:03,002] [INFO] Phase: PRE-PREPARE | Receiver: 30043 | Sender: 30110 | Distance:   52.58 m | Delay: 0.4662s | Size: 16782208 bit
[2025-03-20 12:40:03,018] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30043 | Distance:   52.58 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:40:03,287] [INFO] Phase: PREPARE | Receiver: 30043 | Sender: 30014 | Distance:  135.03 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:03,303] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30043 | Distance:  135.03 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:40:04,576] [INFO] Phase: PREPARE | Receiver: 30043 | Sender: 30011 | Distance:  141.30 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:04,734] [INFO] Phase: PREPARE | Receiver: 30043 | Sender: 30037 | Distance:  118.61 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:04,804] [INFO] Phase: PREPARE | Receiver: 30043 | Sender: 30023 | Distance:  144.77 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:05,101] [INFO] Phase: PREPARE | Receiver: 30043 | Sender: 30045 | Distance:   96.61 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:05,187] [INFO] Phase: PREPARE | Receiver: 30043 | Sender: 30064 | Distance:   56.96 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:05,335] [INFO] Phase: COMMIT | Receiver: 30043 | Sender: 30064 | Distance:   56.96 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:05,449] [INFO] Phase: COMMIT | Receiver: 30043 | Sender: 30014 | Distance:  135.03 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:05,463] [INFO] Phase: PRE-REPLY | Receiver: 30016 | Sender: 30043 | Distance:  135.03 m | Delay: 0.6991s | Size: 16778152 bit
[2025-03-20 12:40:05,560] [INFO] Phase: COMMIT | Receiver: 30043 | Sender: 30045 | Distance:   96.61 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:05,628] [INFO] Phase: PREPARE | Receiver: 30043 | Sender: 30071 | Distance:   89.00 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:05,670] [INFO] Phase: PREPARE | Receiver: 30043 | Sender: 30063 | Distance:   94.45 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:05,703] [INFO] Phase: PREPARE | Receiver: 30043 | Sender: 30092 | Distance:  144.04 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:05,730] [INFO] Phase: PREPARE | Receiver: 30043 | Sender: 30009 | Distance:  128.30 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:05,794] [INFO] Phase: PREPARE | Receiver: 30043 | Sender: 30040 | Distance:  103.67 m | Delay: 0.6991s | Size: 16778992 bit
