[2025-03-20 12:39:45,878] [INFO] Node started: localhost:30061 | index= 62 | f=1, k=4
[2025-03-20 12:40:13,809] [INFO] Phase: PRE-PREPARE | Receiver: 30061 | Sender: 30066 | Distance:  128.33 m | Delay: 0.6993s | Size: 16782200 bit
[2025-03-20 12:40:13,986] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30061 | Distance:  128.33 m | Delay: 0.6993s | Size: 16778160 bit
[2025-03-20 12:40:22,175] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30080 | Distance:  120.26 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:22,192] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30061 | Distance:  120.26 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:40:22,223] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30077 | Distance:  128.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:24,348] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30015 | Distance:  107.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:24,380] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30039 | Distance:   90.24 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:24,409] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30026 | Distance:  134.72 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:24,443] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30111 | Distance:  134.59 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:24,477] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30018 | Distance:   77.01 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:24,504] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30070 | Distance:   50.45 m | Delay: 0.0000s | Size: 16779000 bit
[2025-03-20 12:40:24,550] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30077 | Distance:  128.57 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:24,730] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30067 | Distance:  138.57 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:24,754] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30113 | Distance:  127.46 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:24,780] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30059 | Distance:   93.88 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:24,803] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30046 | Distance:   94.10 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:24,829] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30087 | Distance:  139.49 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:24,854] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30083 | Distance:   59.29 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:24,898] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30109 | Distance:  115.50 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:24,930] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30031 | Distance:  102.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:24,960] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30066 | Distance:  128.33 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:24,975] [INFO] Phase: PRE-REPLY | Receiver: 30038 | Sender: 30061 | Distance:  128.33 m | Delay: 0.6991s | Size: 16778152 bit
[2025-03-20 12:40:25,041] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30080 | Distance:  120.26 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:25,075] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30062 | Distance:  138.72 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:25,109] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30036 | Distance:  101.06 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:25,144] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30088 | Distance:   90.71 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:25,177] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30008 | Distance:  112.30 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:25,408] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30007 | Distance:  160.98 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:25,450] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30058 | Distance:   78.92 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:25,488] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30007 | Distance:  160.98 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:25,523] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30055 | Distance:   57.40 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:26,312] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30085 | Distance:  175.01 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:27,101] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30019 | Distance:  141.42 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:27,138] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30021 | Distance:   50.45 m | Delay: 0.0000s | Size: 16779000 bit
[2025-03-20 12:40:27,221] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30088 | Distance:   90.71 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:27,253] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30055 | Distance:   57.40 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:27,330] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30031 | Distance:  102.57 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:27,366] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30102 | Distance:  106.33 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:27,399] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30062 | Distance:  138.72 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:27,437] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30026 | Distance:  134.72 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:27,471] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30039 | Distance:   90.24 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:27,506] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30067 | Distance:  138.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:27,544] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30059 | Distance:   93.88 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:27,585] [INFO] Phase: PREPARE | Receiver: 30061 | Sender: 30102 | Distance:  106.33 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:27,625] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30113 | Distance:  127.46 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:27,675] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30015 | Distance:  107.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:27,758] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30109 | Distance:  115.50 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:27,849] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30046 | Distance:   94.10 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:27,882] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30070 | Distance:   50.45 m | Delay: 0.0000s | Size: 16779000 bit
[2025-03-20 12:40:27,912] [INFO] Phase: COMMIT | Receiver: 30061 | Sender: 30111 | Distance:  134.59 m | Delay: 0.6991s | Size: 16779000 bit
