[2025-03-20 12:39:47,694] [INFO] Node started: localhost:30070 | index= 71 | f=1, k=4
[2025-03-20 12:40:13,799] [INFO] Phase: PRE-PREPARE | Receiver: 30070 | Sender: 30066 | Distance:  128.33 m | Delay: 0.6993s | Size: 16782200 bit
[2025-03-20 12:40:13,984] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30070 | Distance:  128.33 m | Delay: 0.6993s | Size: 16778160 bit
[2025-03-20 12:40:20,911] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30077 | Distance:  128.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:20,929] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30070 | Distance:  128.57 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:40:22,465] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30080 | Distance:  120.26 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:24,670] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30015 | Distance:  107.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:24,902] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30039 | Distance:   90.24 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:25,136] [INFO] Phase: COMMIT | Receiver: 30070 | Sender: 30077 | Distance:  128.57 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:26,109] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30026 | Distance:  134.72 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:26,138] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30031 | Distance:  102.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:26,208] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30088 | Distance:   90.71 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:26,297] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30036 | Distance:  101.06 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:26,395] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30083 | Distance:   59.29 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:26,421] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30059 | Distance:   93.88 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:26,444] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30062 | Distance:  138.72 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:26,474] [INFO] Phase: COMMIT | Receiver: 30070 | Sender: 30080 | Distance:  120.26 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:26,488] [INFO] Phase: PRE-REPLY | Receiver: 30038 | Sender: 30070 | Distance:  120.26 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:40:26,545] [INFO] Phase: COMMIT | Receiver: 30070 | Sender: 30066 | Distance:  128.33 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:26,571] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30067 | Distance:  138.57 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:26,599] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30018 | Distance:   77.01 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:26,640] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30087 | Distance:  139.49 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:26,735] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30113 | Distance:  127.46 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:26,802] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30046 | Distance:   94.10 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:26,832] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30111 | Distance:  134.59 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:26,861] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30109 | Distance:  115.50 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:27,022] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30058 | Distance:   78.92 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:27,063] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30007 | Distance:  160.98 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:27,091] [INFO] Phase: COMMIT | Receiver: 30070 | Sender: 30007 | Distance:  160.98 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:27,144] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30008 | Distance:  112.30 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:27,269] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30055 | Distance:   57.40 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:27,443] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30021 | Distance:   50.45 m | Delay: 0.0000s | Size: 16779000 bit
[2025-03-20 12:40:27,524] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30085 | Distance:  175.01 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:40:27,762] [INFO] Phase: COMMIT | Receiver: 30070 | Sender: 30088 | Distance:   90.71 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:27,787] [INFO] Phase: PREPARE | Receiver: 30070 | Sender: 30019 | Distance:  141.42 m | Delay: 0.6991s | Size: 16779000 bit
