[2025-03-20 12:39:43,271] [INFO] Node started: localhost:30048 | index= 49 | f=1, k=4
[2025-03-20 12:40:10,036] [INFO] Phase: PRE-PREPARE | Receiver: 30048 | Sender: 30076 | Distance:  120.12 m | Delay: 0.6993s | Size: 16782200 bit
[2025-03-20 12:40:10,048] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30048 | Distance:  120.12 m | Delay: 0.6993s | Size: 16778152 bit
[2025-03-20 12:40:15,672] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30094 | Distance:   94.56 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:15,690] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30048 | Distance:   94.56 m | Delay: 0.4661s | Size: 16778152 bit
[2025-03-20 12:40:16,224] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30022 | Distance:   94.02 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:16,280] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30030 | Distance:   66.08 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:16,319] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30115 | Distance:  127.47 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:16,748] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30105 | Distance:  104.82 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:17,060] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30103 | Distance:   31.62 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:40:17,095] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30034 | Distance:   55.48 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:18,277] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30030 | Distance:   66.08 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:18,608] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30076 | Distance:  120.12 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:18,625] [INFO] Phase: PRE-REPLY | Receiver: 30029 | Sender: 30048 | Distance:  120.12 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:40:18,723] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30010 | Distance:  128.51 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:18,801] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30089 | Distance:   83.72 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:18,896] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30100 | Distance:  161.85 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:18,935] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30107 | Distance:  143.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:18,982] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30004 | Distance:   54.24 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:19,006] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30051 | Distance:   56.87 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:19,032] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30051 | Distance:   56.87 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:19,085] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30107 | Distance:  143.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:19,112] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30020 | Distance:   96.56 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:19,146] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30094 | Distance:   94.56 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:19,190] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30100 | Distance:  161.85 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:19,232] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30003 | Distance:   89.31 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:19,260] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30114 | Distance:   88.51 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:19,308] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30114 | Distance:   88.51 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:19,340] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30020 | Distance:   96.56 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:19,367] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30003 | Distance:   89.31 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:19,397] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30078 | Distance:   78.14 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:19,437] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30115 | Distance:  127.47 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:19,475] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30024 | Distance:  123.14 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:19,507] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30024 | Distance:  123.14 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:19,549] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30034 | Distance:   55.48 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:19,574] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30078 | Distance:   78.14 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:19,613] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30022 | Distance:   94.02 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:19,660] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30103 | Distance:   31.62 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:40:20,130] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30086 | Distance:  153.09 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:20,204] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30002 | Distance:   55.48 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:20,237] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30086 | Distance:  153.09 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:20,442] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30002 | Distance:   55.48 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:20,863] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30017 | Distance:   65.04 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:21,204] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30017 | Distance:   65.04 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:22,518] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30035 | Distance:   98.77 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:22,788] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30035 | Distance:   98.77 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:23,047] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30050 | Distance:  114.85 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:23,345] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30117 | Distance:  148.95 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:23,609] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30108 | Distance:   29.10 m | Delay: 0.3107s | Size: 16778984 bit
[2025-03-20 12:40:23,898] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30108 | Distance:   29.10 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:40:23,930] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30117 | Distance:  148.95 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:24,011] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30098 | Distance:  111.29 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:24,045] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30098 | Distance:  111.29 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:24,071] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30050 | Distance:  114.85 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:24,152] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30105 | Distance:  104.82 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:24,188] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30032 | Distance:   76.90 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:24,219] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30032 | Distance:   76.90 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:24,253] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30010 | Distance:  128.51 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:24,290] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30004 | Distance:   54.24 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:26,042] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30089 | Distance:   83.72 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:34,726] [INFO] Phase: PRE-PREPARE | Receiver: 30048 | Sender: 30076 | Distance:  120.12 m | Delay: 0.6993s | Size: 16782208 bit
[2025-03-20 12:40:34,732] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30048 | Distance:  120.12 m | Delay: 0.6993s | Size: 16778144 bit
[2025-03-20 12:40:41,765] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30094 | Distance:   94.56 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:41,844] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30048 | Distance:   94.56 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:40:41,879] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30022 | Distance:   94.02 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:41,909] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30017 | Distance:   65.04 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:42,335] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30032 | Distance:   76.90 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:42,366] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30108 | Distance:   29.10 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:40:42,566] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30032 | Distance:   76.90 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:42,597] [INFO] Phase: PREPARE | Receiver: 30048 | Sender: 30050 | Distance:  114.85 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:42,643] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30017 | Distance:   65.04 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:42,656] [INFO] Phase: PRE-REPLY | Receiver: 30029 | Sender: 30048 | Distance:   65.04 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:40:43,064] [INFO] Phase: COMMIT | Receiver: 30048 | Sender: 30108 | Distance:   29.10 m | Delay: 0.3107s | Size: 16778992 bit
