[2025-03-20 12:06:10,960] [INFO] Random node started: localhost:30026 | index= 27 | f=1, k=4
[2025-03-20 12:06:18,311] [INFO] Phase: PRE-PREPARE | Receiver: 30026 | Sender: 30015 | Distance:  112.92 m | Delay: 0.6992s | Size: 16781240 bit
[2025-03-20 12:06:18,315] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30026 | Distance:  112.92 m | Delay: 0.6992s | Size: 16778320 bit
[2025-03-20 12:06:18,412] [INFO] Phase: PREPARE | Receiver: 30026 | Sender: 30037 | Distance:  109.79 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:18,416] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30026 | Distance:  109.79 m | Delay: 0.6991s | Size: 16778320 bit
[2025-03-20 12:06:18,493] [INFO] Phase: PREPARE | Receiver: 30026 | Sender: 30030 | Distance:   85.80 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:18,517] [INFO] Phase: PREPARE | Receiver: 30026 | Sender: 30039 | Distance:   81.91 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:18,550] [INFO] Phase: PREPARE | Receiver: 30026 | Sender: 30011 | Distance:   60.36 m | Delay: 0.4661s | Size: 16779160 bit
[2025-03-20 12:06:18,554] [INFO] Phase: PREPARE | Receiver: 30026 | Sender: 30010 | Distance:   45.93 m | Delay: 0.3107s | Size: 16779152 bit
[2025-03-20 12:06:18,567] [INFO] Phase: PREPARE | Receiver: 30026 | Sender: 30004 | Distance:  103.20 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:18,574] [INFO] Phase: PREPARE | Receiver: 30026 | Sender: 30021 | Distance:   36.52 m | Delay: 0.3107s | Size: 16779160 bit
[2025-03-20 12:06:18,585] [INFO] Phase: COMMIT | Receiver: 30026 | Sender: 30030 | Distance:   85.80 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:18,595] [INFO] Phase: COMMIT | Receiver: 30026 | Sender: 30037 | Distance:  109.79 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:18,600] [INFO] Phase: PRE-REPLY | Receiver: 30036 | Sender: 30026 | Distance:  109.79 m | Delay: 0.6991s | Size: 16778320 bit
[2025-03-20 12:06:18,615] [INFO] Phase: COMMIT | Receiver: 30026 | Sender: 30039 | Distance:   81.91 m | Delay: 0.4661s | Size: 16779136 bit
[2025-03-20 12:06:18,641] [INFO] Phase: COMMIT | Receiver: 30026 | Sender: 30015 | Distance:  112.92 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:18,653] [INFO] Phase: COMMIT | Receiver: 30026 | Sender: 30011 | Distance:   60.36 m | Delay: 0.4661s | Size: 16779160 bit
[2025-03-20 12:06:18,665] [INFO] Phase: COMMIT | Receiver: 30026 | Sender: 30010 | Distance:   45.93 m | Delay: 0.3107s | Size: 16779160 bit
[2025-03-20 12:06:18,683] [INFO] Phase: COMMIT | Receiver: 30026 | Sender: 30021 | Distance:   36.52 m | Delay: 0.3107s | Size: 16779160 bit
[2025-03-20 12:06:18,699] [INFO] Phase: COMMIT | Receiver: 30026 | Sender: 30004 | Distance:  103.20 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:19,010] [INFO] Phase: PRE-PREPARE | Receiver: 30026 | Sender: 30015 | Distance:  112.92 m | Delay: 0.6992s | Size: 16781240 bit
[2025-03-20 12:06:19,023] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30026 | Distance:  112.92 m | Delay: 0.6992s | Size: 16778320 bit
[2025-03-20 12:06:19,498] [INFO] Phase: PREPARE | Receiver: 30026 | Sender: 30037 | Distance:  109.79 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:19,509] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30026 | Distance:  109.79 m | Delay: 0.6991s | Size: 16778320 bit
[2025-03-20 12:06:19,531] [INFO] Phase: PREPARE | Receiver: 30026 | Sender: 30010 | Distance:   45.93 m | Delay: 0.3107s | Size: 16779160 bit
[2025-03-20 12:06:19,556] [INFO] Phase: PREPARE | Receiver: 30026 | Sender: 30021 | Distance:   36.52 m | Delay: 0.3107s | Size: 16779160 bit
[2025-03-20 12:06:19,584] [INFO] Phase: PREPARE | Receiver: 30026 | Sender: 30011 | Distance:   60.36 m | Delay: 0.4661s | Size: 16779160 bit
[2025-03-20 12:06:19,608] [INFO] Phase: PREPARE | Receiver: 30026 | Sender: 30039 | Distance:   81.91 m | Delay: 0.4661s | Size: 16779152 bit
