[2025-03-20 12:39:56,528] [INFO] Node started: localhost:30114 | index=115 | f=1, k=4
[2025-03-20 12:40:09,951] [INFO] Phase: PRE-PREPARE | Receiver: 30114 | Sender: 30076 | Distance:  120.12 m | Delay: 0.6993s | Size: 16782200 bit
[2025-03-20 12:40:09,955] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30114 | Distance:  120.12 m | Delay: 0.6993s | Size: 16778160 bit
[2025-03-20 12:40:10,415] [INFO] Phase: PREPARE | Receiver: 30114 | Sender: 30051 | Distance:   56.87 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:10,457] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30114 | Distance:   56.87 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:40:17,756] [INFO] Phase: PREPARE | Receiver: 30114 | Sender: 30115 | Distance:  127.47 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:18,023] [INFO] Phase: PREPARE | Receiver: 30114 | Sender: 30004 | Distance:   54.24 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:18,325] [INFO] Phase: PREPARE | Receiver: 30114 | Sender: 30010 | Distance:  128.51 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:18,691] [INFO] Phase: PREPARE | Receiver: 30114 | Sender: 30022 | Distance:   94.02 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:18,743] [INFO] Phase: PREPARE | Receiver: 30114 | Sender: 30089 | Distance:   83.72 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:18,769] [INFO] Phase: PREPARE | Receiver: 30114 | Sender: 30030 | Distance:   66.08 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:18,797] [INFO] Phase: PREPARE | Receiver: 30114 | Sender: 30094 | Distance:   94.56 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:18,821] [INFO] Phase: PREPARE | Receiver: 30114 | Sender: 30034 | Distance:   55.48 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:18,862] [INFO] Phase: PREPARE | Receiver: 30114 | Sender: 30048 | Distance:   58.12 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:18,951] [INFO] Phase: PREPARE | Receiver: 30114 | Sender: 30103 | Distance:   31.62 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:40:18,976] [INFO] Phase: PREPARE | Receiver: 30114 | Sender: 30105 | Distance:  104.82 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:19,013] [INFO] Phase: PREPARE | Receiver: 30114 | Sender: 30107 | Distance:  143.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:19,039] [INFO] Phase: COMMIT | Receiver: 30114 | Sender: 30051 | Distance:   56.87 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:19,062] [INFO] Phase: COMMIT | Receiver: 30114 | Sender: 30030 | Distance:   66.08 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:19,076] [INFO] Phase: PRE-REPLY | Receiver: 30029 | Sender: 30114 | Distance:   66.08 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:40:19,126] [INFO] Phase: COMMIT | Receiver: 30114 | Sender: 30076 | Distance:  120.12 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:19,153] [INFO] Phase: COMMIT | Receiver: 30114 | Sender: 30094 | Distance:   94.56 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:19,186] [INFO] Phase: COMMIT | Receiver: 30114 | Sender: 30100 | Distance:  161.85 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:19,212] [INFO] Phase: COMMIT | Receiver: 30114 | Sender: 30048 | Distance:   58.12 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:19,244] [INFO] Phase: COMMIT | Receiver: 30114 | Sender: 30107 | Distance:  143.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:19,270] [INFO] Phase: PREPARE | Receiver: 30114 | Sender: 30100 | Distance:  161.85 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:19,355] [INFO] Phase: PREPARE | Receiver: 30114 | Sender: 30020 | Distance:   96.56 m | Delay: 0.4661s | Size: 16778984 bit
