[2025-03-20 12:39:52,120] [INFO] Node started: localhost:30092 | index= 93 | f=1, k=4
[2025-03-20 12:40:02,750] [INFO] Phase: PRE-PREPARE | Receiver: 30092 | Sender: 30110 | Distance:   52.58 m | Delay: 0.4662s | Size: 16782208 bit
[2025-03-20 12:40:02,766] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30092 | Distance:   52.58 m | Delay: 0.4662s | Size: 16778152 bit
[2025-03-20 12:40:03,334] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30064 | Distance:   56.96 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:03,350] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30092 | Distance:   56.96 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:40:04,617] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30063 | Distance:   94.45 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:04,710] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30045 | Distance:   96.61 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:04,741] [INFO] Phase: COMMIT | Receiver: 30092 | Sender: 30064 | Distance:   56.96 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:04,870] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30071 | Distance:   89.00 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:04,927] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30037 | Distance:  118.61 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:05,032] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30006 | Distance:   58.81 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:05,160] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30009 | Distance:  128.30 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:05,363] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30074 | Distance:   93.19 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:05,446] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30040 | Distance:  103.67 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:05,514] [INFO] Phase: COMMIT | Receiver: 30092 | Sender: 30006 | Distance:   58.81 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:05,526] [INFO] Phase: PRE-REPLY | Receiver: 30016 | Sender: 30092 | Distance:   58.81 m | Delay: 0.4661s | Size: 16778144 bit
[2025-03-20 12:40:05,572] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30096 | Distance:  119.14 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:05,614] [INFO] Phase: COMMIT | Receiver: 30092 | Sender: 30071 | Distance:   89.00 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:05,663] [INFO] Phase: COMMIT | Receiver: 30092 | Sender: 30045 | Distance:   96.61 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:05,700] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30011 | Distance:  141.30 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:05,895] [INFO] Phase: COMMIT | Receiver: 30092 | Sender: 30040 | Distance:  103.67 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:05,990] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30005 | Distance:  105.80 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:06,037] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30025 | Distance:  117.52 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:06,075] [INFO] Phase: PREPARE | Receiver: 30092 | Sender: 30116 | Distance:  144.03 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:06,119] [INFO] Phase: COMMIT | Receiver: 30092 | Sender: 30110 | Distance:   52.58 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:06,154] [INFO] Phase: COMMIT | Receiver: 30092 | Sender: 30037 | Distance:  118.61 m | Delay: 0.6991s | Size: 16779000 bit
