[2025-03-20 12:39:50,311] [INFO] Node started: localhost:30083 | index= 84 | f=1, k=4
[2025-03-20 12:40:13,394] [INFO] Phase: PRE-PREPARE | Receiver: 30083 | Sender: 30066 | Distance:  128.33 m | Delay: 0.6993s | Size: 16782200 bit
[2025-03-20 12:40:13,564] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30083 | Distance:  128.33 m | Delay: 0.6993s | Size: 16778152 bit
[2025-03-20 12:40:21,872] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30077 | Distance:  128.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:22,003] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30083 | Distance:  128.57 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:40:23,447] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30080 | Distance:  120.26 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:27,835] [INFO] Phase: COMMIT | Receiver: 30083 | Sender: 30077 | Distance:  128.57 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:27,896] [INFO] Phase: COMMIT | Receiver: 30083 | Sender: 30066 | Distance:  128.33 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:27,944] [INFO] Phase: PRE-REPLY | Receiver: 30038 | Sender: 30083 | Distance:  128.33 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:40:28,021] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30015 | Distance:  107.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:28,048] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30055 | Distance:   57.40 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:28,078] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30039 | Distance:   90.24 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:28,153] [INFO] Phase: COMMIT | Receiver: 30083 | Sender: 30080 | Distance:  120.26 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:28,240] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30087 | Distance:  139.49 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:28,271] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30026 | Distance:  134.72 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:28,320] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30031 | Distance:  102.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:28,359] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30088 | Distance:   90.71 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:28,419] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30067 | Distance:  138.57 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:28,435] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30070 | Distance:   50.45 m | Delay: 0.0000s | Size: 16779000 bit
[2025-03-20 12:40:28,468] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30036 | Distance:  101.06 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:28,504] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30018 | Distance:   77.01 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:28,585] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30059 | Distance:   93.88 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:28,610] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30062 | Distance:  138.72 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:28,658] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30109 | Distance:  115.50 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:28,673] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30113 | Distance:  127.46 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:28,705] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30111 | Distance:  134.59 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:28,744] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30046 | Distance:   94.10 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:28,818] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30008 | Distance:  112.30 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:28,847] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30019 | Distance:  141.42 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:28,863] [INFO] Phase: PREPARE | Receiver: 30083 | Sender: 30085 | Distance:  175.01 m | Delay: 0.9322s | Size: 16778992 bit
