[2025-03-20 12:39:43,679] [INFO] Node started: localhost:30050 | index= 51 | f=1, k=4
[2025-03-20 12:40:09,949] [INFO] Phase: PRE-PREPARE | Receiver: 30050 | Sender: 30076 | Distance:  120.12 m | Delay: 0.6993s | Size: 16782200 bit
[2025-03-20 12:40:09,955] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30050 | Distance:  120.12 m | Delay: 0.6993s | Size: 16778144 bit
[2025-03-20 12:40:13,811] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30003 | Distance:   89.31 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:14,001] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30050 | Distance:   89.31 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:40:19,444] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30105 | Distance:  104.82 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:20,363] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30030 | Distance:   66.08 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:20,446] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30094 | Distance:   94.56 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:20,584] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30103 | Distance:   31.62 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:40:20,621] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30034 | Distance:   55.48 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:20,659] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30024 | Distance:  123.14 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:20,698] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30048 | Distance:   58.12 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:20,733] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30100 | Distance:  161.85 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:20,771] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30107 | Distance:  143.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:20,809] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30020 | Distance:   96.56 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:20,847] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30089 | Distance:   83.72 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:20,887] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30051 | Distance:   56.87 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:20,923] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30010 | Distance:  128.51 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:20,965] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30114 | Distance:   88.51 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:21,002] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30115 | Distance:  127.47 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:21,047] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30022 | Distance:   94.02 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:21,093] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30094 | Distance:   94.56 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:21,130] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30020 | Distance:   96.56 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:21,146] [INFO] Phase: PRE-REPLY | Receiver: 30029 | Sender: 30050 | Distance:   96.56 m | Delay: 0.4661s | Size: 16778152 bit
[2025-03-20 12:40:21,218] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30003 | Distance:   89.31 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:21,257] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30004 | Distance:   54.24 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:21,290] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30024 | Distance:  123.14 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:21,323] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30051 | Distance:   56.87 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:21,354] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30078 | Distance:   78.14 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:21,388] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30115 | Distance:  127.47 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:21,427] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30002 | Distance:   55.48 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:21,465] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30100 | Distance:  161.85 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:21,496] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30114 | Distance:   88.51 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:21,534] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30078 | Distance:   78.14 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:21,575] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30076 | Distance:  120.12 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:21,614] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30086 | Distance:  153.09 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:21,647] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30017 | Distance:   65.04 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:21,678] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30002 | Distance:   55.48 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:21,723] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30086 | Distance:  153.09 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:21,762] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30107 | Distance:  143.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:21,801] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30030 | Distance:   66.08 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:21,853] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30017 | Distance:   65.04 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:21,908] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30048 | Distance:   58.12 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:21,954] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30035 | Distance:   98.77 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:22,021] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30035 | Distance:   98.77 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:22,066] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30117 | Distance:  148.95 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:22,110] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30117 | Distance:  148.95 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:22,142] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30108 | Distance:   29.10 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:40:22,164] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30108 | Distance:   29.10 m | Delay: 0.3107s | Size: 16778984 bit
[2025-03-20 12:40:22,199] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30098 | Distance:  111.29 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:22,227] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30098 | Distance:  111.29 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:23,186] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30103 | Distance:   31.62 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:40:23,605] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30034 | Distance:   55.48 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:23,929] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30010 | Distance:  128.51 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:24,207] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30105 | Distance:  104.82 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:24,358] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30032 | Distance:   76.90 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:24,599] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30032 | Distance:   76.90 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:25,190] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30022 | Distance:   94.02 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:25,331] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30004 | Distance:   54.24 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:26,042] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30089 | Distance:   83.72 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:34,644] [INFO] Phase: PRE-PREPARE | Receiver: 30050 | Sender: 30076 | Distance:  120.12 m | Delay: 0.6993s | Size: 16782208 bit
[2025-03-20 12:40:34,660] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30050 | Distance:  120.12 m | Delay: 0.6993s | Size: 16778160 bit
[2025-03-20 12:40:39,795] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30105 | Distance:  104.82 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:39,807] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30050 | Distance:  104.82 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:40:45,294] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30108 | Distance:   29.10 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:40:45,331] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30017 | Distance:   65.04 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:45,369] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30003 | Distance:   89.31 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:45,407] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30100 | Distance:  161.85 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:45,456] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30094 | Distance:   94.56 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:45,543] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30022 | Distance:   94.02 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:45,626] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30032 | Distance:   76.90 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:45,666] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30024 | Distance:  123.14 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:45,705] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30078 | Distance:   78.14 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:45,743] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30048 | Distance:   58.12 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:45,774] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30002 | Distance:   55.48 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:45,806] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30017 | Distance:   65.04 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:45,852] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30030 | Distance:   66.08 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:45,903] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30103 | Distance:   31.62 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:40:45,943] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30089 | Distance:   83.72 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:45,974] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30032 | Distance:   76.90 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:45,988] [INFO] Phase: PRE-REPLY | Receiver: 30029 | Sender: 30050 | Distance:   76.90 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:40:46,048] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30108 | Distance:   29.10 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:40:46,083] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30115 | Distance:  127.47 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:46,131] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30098 | Distance:  111.29 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:46,168] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30107 | Distance:  143.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:46,198] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30010 | Distance:  128.51 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:46,261] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30114 | Distance:   88.51 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:46,332] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30035 | Distance:   98.77 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:46,366] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30020 | Distance:   96.56 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:46,425] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30004 | Distance:   54.24 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:46,591] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30086 | Distance:  153.09 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:46,767] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30022 | Distance:   94.02 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:46,799] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30078 | Distance:   78.14 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:46,831] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30002 | Distance:   55.48 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:46,874] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30107 | Distance:  143.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:46,904] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30103 | Distance:   31.62 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:40:46,933] [INFO] Phase: PREPARE | Receiver: 30050 | Sender: 30117 | Distance:  148.95 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:46,967] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30024 | Distance:  123.14 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:46,998] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30089 | Distance:   83.72 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:47,026] [INFO] Phase: COMMIT | Receiver: 30050 | Sender: 30035 | Distance:   98.77 m | Delay: 0.4661s | Size: 16778992 bit
