[2025-03-20 12:39:56,733] [INFO] Node started: localhost:30115 | index=116 | f=1, k=4
[2025-03-20 12:40:09,670] [INFO] Phase: PRE-PREPARE | Receiver: 30115 | Sender: 30076 | Distance:  120.12 m | Delay: 0.6993s | Size: 16782200 bit
[2025-03-20 12:40:09,670] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30115 | Distance:  120.12 m | Delay: 0.6993s | Size: 16778160 bit
[2025-03-20 12:40:14,651] [INFO] Phase: PREPARE | Receiver: 30115 | Sender: 30094 | Distance:   94.56 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:14,666] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30115 | Distance:   94.56 m | Delay: 0.4661s | Size: 16778152 bit
[2025-03-20 12:40:15,139] [INFO] Phase: PREPARE | Receiver: 30115 | Sender: 30100 | Distance:  161.85 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:16,098] [INFO] Phase: PREPARE | Receiver: 30115 | Sender: 30022 | Distance:   94.02 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:16,145] [INFO] Phase: PREPARE | Receiver: 30115 | Sender: 30030 | Distance:   66.08 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:17,624] [INFO] Phase: PREPARE | Receiver: 30115 | Sender: 30048 | Distance:   58.12 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:17,677] [INFO] Phase: PREPARE | Receiver: 30115 | Sender: 30105 | Distance:  104.82 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:17,762] [INFO] Phase: PREPARE | Receiver: 30115 | Sender: 30034 | Distance:   55.48 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:17,800] [INFO] Phase: PREPARE | Receiver: 30115 | Sender: 30010 | Distance:  128.51 m | Delay: 0.6991s | Size: 16779000 bit
