[2025-03-20 12:39:52,513] [INFO] Node started: localhost:30094 | index= 95 | f=1, k=4
[2025-03-20 12:40:09,559] [INFO] Phase: PRE-PREPARE | Receiver: 30094 | Sender: 30076 | Distance:  120.12 m | Delay: 0.6993s | Size: 16782200 bit
[2025-03-20 12:40:09,559] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30094 | Distance:  120.12 m | Delay: 0.6993s | Size: 16778160 bit
[2025-03-20 12:40:12,600] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30030 | Distance:   66.08 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:12,718] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30094 | Distance:   66.08 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:40:16,794] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30022 | Distance:   94.02 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:16,923] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30115 | Distance:  127.47 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:17,250] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30100 | Distance:  161.85 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:17,409] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30048 | Distance:   58.12 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:17,442] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30034 | Distance:   55.48 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:17,646] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30105 | Distance:  104.82 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:18,051] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30103 | Distance:   31.62 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:40:18,741] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30030 | Distance:   66.08 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:18,790] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30076 | Distance:  120.12 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:18,803] [INFO] Phase: PRE-REPLY | Receiver: 30029 | Sender: 30094 | Distance:  120.12 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:40:18,869] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30089 | Distance:   83.72 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:18,958] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30010 | Distance:  128.51 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:19,002] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30107 | Distance:  143.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:19,384] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30024 | Distance:  123.14 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:19,421] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30107 | Distance:  143.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:19,475] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30024 | Distance:  123.14 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:19,513] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30100 | Distance:  161.85 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:20,028] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30051 | Distance:   56.87 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:20,271] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30020 | Distance:   96.56 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:20,493] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30003 | Distance:   89.31 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:20,641] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30114 | Distance:   88.51 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:21,122] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30020 | Distance:   96.56 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:21,539] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30051 | Distance:   56.87 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:21,997] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30115 | Distance:  127.47 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:22,454] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30034 | Distance:   55.48 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:22,718] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30078 | Distance:   78.14 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:22,868] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30078 | Distance:   78.14 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:40:23,137] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30003 | Distance:   89.31 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:23,312] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30048 | Distance:   58.12 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:23,575] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30114 | Distance:   88.51 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:24,128] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30022 | Distance:   94.02 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:24,427] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30117 | Distance:  148.95 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:24,676] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30050 | Distance:  114.85 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:24,918] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30086 | Distance:  153.09 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:25,050] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30002 | Distance:   55.48 m | Delay: 0.4661s | Size: 16779000 bit
[2025-03-20 12:40:25,279] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30086 | Distance:  153.09 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:25,395] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30002 | Distance:   55.48 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:25,456] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30004 | Distance:   54.24 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:25,488] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30017 | Distance:   65.04 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:25,519] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30117 | Distance:  148.95 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:25,602] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30017 | Distance:   65.04 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:25,654] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30035 | Distance:   98.77 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:25,689] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30035 | Distance:   98.77 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:25,841] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30108 | Distance:   29.10 m | Delay: 0.3107s | Size: 16778984 bit
[2025-03-20 12:40:25,875] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30050 | Distance:  114.85 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:25,911] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30108 | Distance:   29.10 m | Delay: 0.3107s | Size: 16778992 bit
[2025-03-20 12:40:25,956] [INFO] Phase: PREPARE | Receiver: 30094 | Sender: 30098 | Distance:  111.29 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:25,996] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30098 | Distance:  111.29 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:26,046] [INFO] Phase: COMMIT | Receiver: 30094 | Sender: 30103 | Distance:   31.62 m | Delay: 0.3107s | Size: 16779000 bit
