[2025-03-20 12:39:47,292] [INFO] Node started: localhost:30068 | index= 69 | f=1, k=4
[2025-03-20 12:40:02,971] [INFO] Phase: PRE-PREPARE | Receiver: 30068 | Sender: 30110 | Distance:   52.58 m | Delay: 0.4662s | Size: 16782208 bit
[2025-03-20 12:40:02,986] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30068 | Distance:   52.58 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:40:03,242] [INFO] Phase: PREPARE | Receiver: 30068 | Sender: 30064 | Distance:   56.96 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:03,243] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30068 | Distance:   56.96 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:40:05,282] [INFO] Phase: PREPARE | Receiver: 30068 | Sender: 30063 | Distance:   94.45 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:05,318] [INFO] Phase: PREPARE | Receiver: 30068 | Sender: 30009 | Distance:  128.30 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:05,518] [INFO] Phase: PREPARE | Receiver: 30068 | Sender: 30006 | Distance:   58.81 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:05,555] [INFO] Phase: PREPARE | Receiver: 30068 | Sender: 30045 | Distance:   96.61 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:05,605] [INFO] Phase: PREPARE | Receiver: 30068 | Sender: 30071 | Distance:   89.00 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:05,644] [INFO] Phase: PREPARE | Receiver: 30068 | Sender: 30037 | Distance:  118.61 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:05,682] [INFO] Phase: PREPARE | Receiver: 30068 | Sender: 30023 | Distance:  144.77 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:05,715] [INFO] Phase: PREPARE | Receiver: 30068 | Sender: 30005 | Distance:  105.80 m | Delay: 0.6991s | Size: 16778992 bit
