[2025-03-20 12:39:49,695] [INFO] Node started: localhost:30080 | index= 81 | f=1, k=4
[2025-03-20 12:40:10,374] [INFO] Phase: PRE-PREPARE | Receiver: 30080 | Sender: 30066 | Distance:  128.33 m | Delay: 0.6993s | Size: 16782200 bit
[2025-03-20 12:40:10,386] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30080 | Distance:  128.33 m | Delay: 0.6993s | Size: 16778152 bit
[2025-03-20 12:40:16,379] [INFO] Phase: PREPARE | Receiver: 30080 | Sender: 30077 | Distance:  128.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:16,390] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30080 | Distance:  128.57 m | Delay: 0.6991s | Size: 16778152 bit
[2025-03-20 12:40:16,867] [INFO] Phase: COMMIT | Receiver: 30080 | Sender: 30077 | Distance:  128.57 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:21,974] [INFO] Phase: COMMIT | Receiver: 30080 | Sender: 30066 | Distance:  128.33 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:21,993] [INFO] Phase: PRE-REPLY | Receiver: 30038 | Sender: 30080 | Distance:  128.33 m | Delay: 0.6991s | Size: 16778152 bit
[2025-03-20 12:40:22,108] [INFO] Phase: PREPARE | Receiver: 30080 | Sender: 30015 | Distance:  107.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:22,144] [INFO] Phase: PREPARE | Receiver: 30080 | Sender: 30039 | Distance:   90.24 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:22,241] [INFO] Phase: PREPARE | Receiver: 30080 | Sender: 30062 | Distance:  138.72 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:22,279] [INFO] Phase: PREPARE | Receiver: 30080 | Sender: 30018 | Distance:   77.01 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:22,337] [INFO] Phase: PREPARE | Receiver: 30080 | Sender: 30088 | Distance:   90.71 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:22,373] [INFO] Phase: PREPARE | Receiver: 30080 | Sender: 30031 | Distance:  102.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:22,422] [INFO] Phase: PREPARE | Receiver: 30080 | Sender: 30026 | Distance:  134.72 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:22,465] [INFO] Phase: PREPARE | Receiver: 30080 | Sender: 30067 | Distance:  138.57 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:22,498] [INFO] Phase: PREPARE | Receiver: 30080 | Sender: 30036 | Distance:  101.06 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:22,533] [INFO] Phase: PREPARE | Receiver: 30080 | Sender: 30111 | Distance:  134.59 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:22,575] [INFO] Phase: PREPARE | Receiver: 30080 | Sender: 30087 | Distance:  139.49 m | Delay: 0.6991s | Size: 16778984 bit
[2025-03-20 12:40:22,611] [INFO] Phase: COMMIT | Receiver: 30080 | Sender: 30039 | Distance:   90.24 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:22,652] [INFO] Phase: PREPARE | Receiver: 30080 | Sender: 30059 | Distance:   93.88 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:22,687] [INFO] Phase: PREPARE | Receiver: 30080 | Sender: 30070 | Distance:   50.45 m | Delay: 0.0000s | Size: 16779000 bit
[2025-03-20 12:40:22,722] [INFO] Phase: PREPARE | Receiver: 30080 | Sender: 30083 | Distance:   59.29 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:22,945] [INFO] Phase: PREPARE | Receiver: 30080 | Sender: 30113 | Distance:  127.46 m | Delay: 0.6991s | Size: 16779000 bit
