[2025-03-20 12:39:42,671] [INFO] Node started: localhost:30045 | index= 46 | f=1, k=4
[2025-03-20 12:40:02,735] [INFO] Phase: PRE-PREPARE | Receiver: 30045 | Sender: 30110 | Distance:   52.58 m | Delay: 0.4662s | Size: 16782208 bit
[2025-03-20 12:40:02,735] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30045 | Distance:   52.58 m | Delay: 0.4662s | Size: 16778152 bit
[2025-03-20 12:40:03,129] [INFO] Phase: PREPARE | Receiver: 30045 | Sender: 30037 | Distance:  118.61 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:03,129] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30045 | Distance:  118.61 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:40:04,475] [INFO] Phase: PREPARE | Receiver: 30045 | Sender: 30064 | Distance:   56.96 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:04,510] [INFO] Phase: PREPARE | Receiver: 30045 | Sender: 30063 | Distance:   94.45 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:04,533] [INFO] Phase: PREPARE | Receiver: 30045 | Sender: 30092 | Distance:  144.04 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:04,623] [INFO] Phase: PREPARE | Receiver: 30045 | Sender: 30011 | Distance:  141.30 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:04,898] [INFO] Phase: COMMIT | Receiver: 30045 | Sender: 30064 | Distance:   56.96 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:04,966] [INFO] Phase: PREPARE | Receiver: 30045 | Sender: 30006 | Distance:   58.81 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:05,032] [INFO] Phase: PREPARE | Receiver: 30045 | Sender: 30023 | Distance:  144.77 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:05,060] [INFO] Phase: COMMIT | Receiver: 30045 | Sender: 30037 | Distance:  118.61 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:05,070] [INFO] Phase: PRE-REPLY | Receiver: 30016 | Sender: 30045 | Distance:  118.61 m | Delay: 0.6991s | Size: 16778152 bit
[2025-03-20 12:40:05,219] [INFO] Phase: PREPARE | Receiver: 30045 | Sender: 30071 | Distance:   89.00 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:05,260] [INFO] Phase: COMMIT | Receiver: 30045 | Sender: 30043 | Distance:  144.04 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:05,299] [INFO] Phase: PREPARE | Receiver: 30045 | Sender: 30043 | Distance:  144.04 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:05,369] [INFO] Phase: COMMIT | Receiver: 30045 | Sender: 30071 | Distance:   89.00 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:05,444] [INFO] Phase: PREPARE | Receiver: 30045 | Sender: 30040 | Distance:  103.67 m | Delay: 0.6991s | Size: 16778992 bit
