[2025-03-20 12:39:54,124] [INFO] Node started: localhost:30102 | index=103 | f=1, k=4
[2025-03-20 12:40:13,990] [INFO] Phase: PRE-PREPARE | Receiver: 30102 | Sender: 30066 | Distance:  128.33 m | Delay: 0.6993s | Size: 16782200 bit
[2025-03-20 12:40:14,162] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30102 | Distance:  128.33 m | Delay: 0.6993s | Size: 16778160 bit
[2025-03-20 12:40:16,118] [INFO] Phase: PREPARE | Receiver: 30102 | Sender: 30077 | Distance:  128.57 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:16,129] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30102 | Distance:  128.57 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:40:24,922] [INFO] Phase: PREPARE | Receiver: 30102 | Sender: 30080 | Distance:  120.26 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:26,634] [INFO] Phase: PREPARE | Receiver: 30102 | Sender: 30088 | Distance:   90.71 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:26,727] [INFO] Phase: PREPARE | Receiver: 30102 | Sender: 30109 | Distance:  115.50 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:26,940] [INFO] Phase: PREPARE | Receiver: 30102 | Sender: 30008 | Distance:  112.30 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:27,047] [INFO] Phase: PREPARE | Receiver: 30102 | Sender: 30018 | Distance:   77.01 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:27,209] [INFO] Phase: PREPARE | Receiver: 30102 | Sender: 30046 | Distance:   94.10 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:27,405] [INFO] Phase: PREPARE | Receiver: 30102 | Sender: 30015 | Distance:  107.20 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:27,551] [INFO] Phase: PREPARE | Receiver: 30102 | Sender: 30062 | Distance:  138.72 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:27,803] [INFO] Phase: COMMIT | Receiver: 30102 | Sender: 30077 | Distance:  128.57 m | Delay: 0.6991s | Size: 16778992 bit
