[2025-03-20 12:39:46,679] [INFO] Node started: localhost:30065 | index= 66 | f=1, k=4
[2025-03-20 12:40:03,243] [INFO] Phase: PRE-PREPARE | Receiver: 30065 | Sender: 30110 | Distance:   52.58 m | Delay: 0.4662s | Size: 16782208 bit
[2025-03-20 12:40:03,255] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30065 | Distance:   52.58 m | Delay: 0.4662s | Size: 16778160 bit
[2025-03-20 12:40:03,843] [INFO] Phase: PREPARE | Receiver: 30065 | Sender: 30064 | Distance:   56.96 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:03,851] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30065 | Distance:   56.96 m | Delay: 0.4661s | Size: 16778152 bit
[2025-03-20 12:40:06,000] [INFO] Phase: PREPARE | Receiver: 30065 | Sender: 30053 | Distance:  192.99 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:40:06,217] [INFO] Phase: PREPARE | Receiver: 30065 | Sender: 30006 | Distance:   58.81 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:06,308] [INFO] Phase: PREPARE | Receiver: 30065 | Sender: 30025 | Distance:  117.52 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:06,364] [INFO] Phase: PREPARE | Receiver: 30065 | Sender: 30071 | Distance:   89.00 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:06,487] [INFO] Phase: PREPARE | Receiver: 30065 | Sender: 30040 | Distance:  103.67 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:06,523] [INFO] Phase: PREPARE | Receiver: 30065 | Sender: 30009 | Distance:  128.30 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:06,558] [INFO] Phase: PREPARE | Receiver: 30065 | Sender: 30090 | Distance:  133.86 m | Delay: 0.6991s | Size: 16779000 bit
