[2025-03-20 12:39:49,896] [INFO] Node started: localhost:30081 | index= 82 | f=1, k=4
[2025-03-20 12:40:02,986] [INFO] Phase: PRE-PREPARE | Receiver: 30081 | Sender: 30110 | Distance:   52.58 m | Delay: 0.4662s | Size: 16782208 bit
[2025-03-20 12:40:02,986] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30081 | Distance:   52.58 m | Delay: 0.4662s | Size: 16778152 bit
[2025-03-20 12:40:03,430] [INFO] Phase: PREPARE | Receiver: 30081 | Sender: 30063 | Distance:   94.45 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:03,438] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30081 | Distance:   94.45 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:40:05,119] [INFO] Phase: PREPARE | Receiver: 30081 | Sender: 30011 | Distance:  141.30 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:05,498] [INFO] Phase: PREPARE | Receiver: 30081 | Sender: 30064 | Distance:   56.96 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:40:05,531] [INFO] Phase: PREPARE | Receiver: 30081 | Sender: 30071 | Distance:   89.00 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:05,570] [INFO] Phase: PREPARE | Receiver: 30081 | Sender: 30023 | Distance:  144.77 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:05,607] [INFO] Phase: PREPARE | Receiver: 30081 | Sender: 30037 | Distance:  118.61 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:05,646] [INFO] Phase: PREPARE | Receiver: 30081 | Sender: 30040 | Distance:  103.67 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:05,782] [INFO] Phase: COMMIT | Receiver: 30081 | Sender: 30064 | Distance:   56.96 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:05,824] [INFO] Phase: COMMIT | Receiver: 30081 | Sender: 30071 | Distance:   89.00 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:05,841] [INFO] Phase: PRE-REPLY | Receiver: 30016 | Sender: 30081 | Distance:   89.00 m | Delay: 0.4661s | Size: 16778152 bit
[2025-03-20 12:40:05,909] [INFO] Phase: PREPARE | Receiver: 30081 | Sender: 30025 | Distance:  117.52 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:05,938] [INFO] Phase: PREPARE | Receiver: 30081 | Sender: 30045 | Distance:   96.61 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:40:05,978] [INFO] Phase: PREPARE | Receiver: 30081 | Sender: 30009 | Distance:  128.30 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:06,016] [INFO] Phase: PREPARE | Receiver: 30081 | Sender: 30092 | Distance:  144.04 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:06,069] [INFO] Phase: PREPARE | Receiver: 30081 | Sender: 30096 | Distance:  119.14 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:40:06,113] [INFO] Phase: COMMIT | Receiver: 30081 | Sender: 30040 | Distance:  103.67 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:40:06,164] [INFO] Phase: PREPARE | Receiver: 30081 | Sender: 30006 | Distance:   58.81 m | Delay: 0.4661s | Size: 16778984 bit
