2	11.47738528251648
2	11.536964416503906
4	12.003983497619629
4	11.977708578109741
6	11.534817218780518
6	11.536287307739258
8	11.537256956100464
8	11.503825902938843
10	11.512019634246826
10	11.539990663528442
12	11.505834341049194
12	11.50183653831482
14	11.505687475204468
14	11.526660203933716
16	11.532068014144897
16	11.494855403900146
18	11.482684850692749
18	11.52260160446167
20	11.514024019241333
20	11.503291845321655
2	16.24595546722412
2	16.3309326171875
2	19.706488609313965
2	19.64838981628418
4	19.533830881118774
4	19.57046103477478
6	19.468505382537842
6	19.25694179534912
8	19.736538887023926
8	19.768932342529297
10	20.04191303253174
10	20.06859850883484
12	20.148078680038452
12	20.16535258293152
14	20.169763326644897
14	20.187379360198975
16	20.25476098060608
16	20.162903308868408
18	20.181082725524902
18	20.20826244354248
20	20.20672059059143
20	20.175108671188354
2	24.733962774276733
2	24.74878239631653
4	24.539934396743774
4	24.61237645149231
6	24.292370319366455
6	24.489299535751343
8	24.304800033569336
8	24.363743782043457
10	24.83043932914734
10	24.697702646255493
12	24.97463035583496
12	25.028138875961304
14	25.258057594299316
14	25.404764652252197
16	25.305302143096924
16	25.280728101730347
18	25.088390111923218
18	25.369832754135132
20	25.19637131690979
20	25.186829566955566
2	28.190943241119385
2	28.005928993225098
2	29.593218564987183
2	29.637800693511963
8	29.11673378944397
8	29.117738962173462
10	29.089959383010864
10	29.156688451766968
12	29.54929232597351
12	29.535374402999878
14	30.270931482315063
14	30.284431219100952
16	30.6642849445343
16	30.632723093032837
18	30.788241863250732
18	30.86371374130249
20	30.83295488357544
20	30.83698606491089
