[2025-03-11 17:48:02,792] [INFO] Node started: localhost:30163 | index=164 | f=1, k=4
[2025-03-11 17:48:11,783] [INFO] [30163] PRE-PREPARE received: {'request_id': 1741682891617, 'data': 'llapbft_message_1741682891617', 'timestamp': 1741682891.640408, 'leader': 30034, 'cluster_id': 1, 'cluster_ports': [30001, 30006, 30009, 30010, 30011, 30014, 30017, 30020, 30021, 30023, 30034, 30036, 30045, 30049, 30061, 30064, 30071, 30087, 30091, 30097, 30099, 30104, 30106, 30107, 30108, 30119, 30122, 30124, 30126, 30128, 30131, 30135, 30136, 30139, 30159, 30160, 30161, 30163, 30165, 30173, 30176, 30179, 30181, 30184, 30185, 30186, 30187, 30189, 30194, 30197], 'cluster_manager': {'host': 'localhost', 'port': 30011, 'latitude': 36.6272448, 'longitude': 127.4600418, 'altitude': 103, 'offset_m': 'lat: 71 m, lng: 137 m, alt: 103 m'}, 'simulated_delay': 0.00015066666666666668, 'distance': 81.66134053136932, 'message_size_bits': 5424}
[2025-03-11 17:48:11,821] [INFO] [30163] Broadcasting PREPARE: REQUEST 1741682891617
[2025-03-11 17:48:12,011] [INFO] [30163] PREPARE received from 30014 for REQUEST 1741682891617
[2025-03-11 17:48:12,011] [INFO] [30163] Broadcasting COMMIT: REQUEST 1741682891617
[2025-03-11 17:48:12,212] [INFO] [30163] PREPARE received from 30185 for REQUEST 1741682891617
[2025-03-11 17:48:12,283] [INFO] [30163] PREPARE received from 30135 for REQUEST 1741682891617
[2025-03-11 17:48:12,283] [INFO] [30163] PREPARE received from 30173 for REQUEST 1741682891617
[2025-03-11 17:48:12,339] [INFO] [30163] PREPARE received from 30036 for REQUEST 1741682891617
[2025-03-11 17:48:12,529] [INFO] [30163] COMMIT received from 30014 for REQUEST 1741682891617
[2025-03-11 17:48:12,572] [INFO] [30163] COMMIT received from 30184 for REQUEST 1741682891617
[2025-03-11 17:48:12,572] [INFO] [30163] COMMIT complete. Sending PRE-REPLY: REQUEST 1741682891617 directly to Manager 30011
[2025-03-11 17:48:12,572] [INFO] [30163] PREPARE received from 30184 for REQUEST 1741682891617
[2025-03-11 17:48:12,609] [INFO] [30163] COMMIT received from 30185 for REQUEST 1741682891617
[2025-03-11 17:48:12,619] [INFO] [30163] COMMIT received from 30173 for REQUEST 1741682891617
[2025-03-11 17:48:12,893] [INFO] [30163] COMMIT received from 30036 for REQUEST 1741682891617
[2025-03-11 17:48:13,093] [INFO] [30163] COMMIT received from 30135 for REQUEST 1741682891617
[2025-03-11 17:48:13,276] [INFO] [30163] PREPARE received from 30045 for REQUEST 1741682891617
[2025-03-11 17:48:13,367] [INFO] [30163] COMMIT received from 30045 for REQUEST 1741682891617
[2025-03-11 17:48:13,638] [INFO] [30163] PREPARE received from 30097 for REQUEST 1741682891617
[2025-03-11 17:48:13,641] [INFO] [30163] PREPARE received from 30139 for REQUEST 1741682891617
[2025-03-11 17:48:13,662] [INFO] [30163] PREPARE received from 30160 for REQUEST 1741682891617
[2025-03-11 17:48:13,662] [INFO] [30163] PREPARE received from 30087 for REQUEST 1741682891617
[2025-03-11 17:48:13,662] [INFO] [30163] COMMIT received from 30097 for REQUEST 1741682891617
