[2025-03-12 10:00:04,605] [INFO] Node started: localhost:30157 | index=158 | f=1, k=4
[2025-03-12 10:00:14,371] [INFO] [30157] PRE-PREPARE received: {'request_id': 1741741213760, 'data': 'llapbft_message_1741741213760', 'timestamp': 1741741213.8083832, 'leader': 30175, 'cluster_id': 2, 'cluster_ports': [30000, 30002, 30003, 30005, 30007, 30009, 30010, 30018, 30024, 30029, 30031, 30032, 30035, 30037, 30039, 30045, 30046, 30055, 30056, 30058, 30059, 30061, 30064, 30072, 30077, 30083, 30085, 30087, 30088, 30089, 30091, 30093, 30096, 30100, 30105, 30108, 30109, 30112, 30122, 30125, 30126, 30127, 30129, 30136, 30142, 30154, 30157, 30162, 30163, 30167, 30170, 30171, 30173, 30175, 30176, 30178, 30182, 30183, 30185, 30187, 30191, 30192, 30196], 'cluster_manager': {'host': 'localhost', 'port': 30029, 'latitude': 36.6266259, 'longitude': 127.4590111, 'altitude': 13, 'offset_m': 'lat: 2 m, lng: 45 m, alt: 13 m'}, 'simulated_delay': 0.00034044444444444443, 'distance': 179.37517603870083, 'message_size_bits': 6128}
[2025-03-12 10:00:14,388] [INFO] [30157] Broadcasting PREPARE: REQUEST 1741741213760
[2025-03-12 10:00:15,362] [INFO] [30157] PREPARE received from 30093 for REQUEST 1741741213760
[2025-03-12 10:00:15,362] [INFO] [30157] Broadcasting COMMIT: REQUEST 1741741213760
[2025-03-12 10:00:15,375] [INFO] [30157] COMMIT received from 30093 for REQUEST 1741741213760
[2025-03-12 10:00:16,231] [INFO] [30157] PREPARE received from 30009 for REQUEST 1741741213760
[2025-03-12 10:00:16,235] [INFO] [30157] COMMIT received from 30009 for REQUEST 1741741213760
[2025-03-12 10:00:16,235] [INFO] [30157] COMMIT complete. Sending PRE-REPLY: REQUEST 1741741213760 directly to Manager 30029
[2025-03-12 10:00:16,405] [INFO] [30157] COMMIT received from 30175 for REQUEST 1741741213760
[2025-03-12 10:00:16,405] [INFO] [30157] PREPARE received from 30046 for REQUEST 1741741213760
[2025-03-12 10:00:16,407] [INFO] [30157] COMMIT received from 30046 for REQUEST 1741741213760
[2025-03-12 10:00:16,783] [INFO] [30157] PREPARE received from 30024 for REQUEST 1741741213760
[2025-03-12 10:00:16,790] [INFO] [30157] COMMIT received from 30024 for REQUEST 1741741213760
[2025-03-12 10:00:17,016] [INFO] [30157] PREPARE received from 30000 for REQUEST 1741741213760
[2025-03-12 10:00:17,063] [INFO] [30157] COMMIT received from 30000 for REQUEST 1741741213760
[2025-03-12 10:00:17,788] [INFO] [30157] PREPARE received from 30085 for REQUEST 1741741213760
[2025-03-12 10:00:17,788] [INFO] [30157] COMMIT received from 30085 for REQUEST 1741741213760
[2025-03-12 10:00:18,158] [INFO] [30157] PREPARE received from 30109 for REQUEST 1741741213760
[2025-03-12 10:00:18,158] [INFO] [30157] PREPARE received from 30005 for REQUEST 1741741213760
[2025-03-12 10:00:18,158] [INFO] [30157] COMMIT received from 30109 for REQUEST 1741741213760
[2025-03-12 10:00:18,158] [INFO] [30157] COMMIT received from 30005 for REQUEST 1741741213760
[2025-03-12 10:00:18,319] [INFO] [30157] PREPARE received from 30037 for REQUEST 1741741213760
[2025-03-12 10:00:18,319] [INFO] [30157] PREPARE received from 30108 for REQUEST 1741741213760
[2025-03-12 10:00:18,341] [INFO] [30157] COMMIT received from 30108 for REQUEST 1741741213760
[2025-03-12 10:00:18,343] [INFO] [30157] COMMIT received from 30037 for REQUEST 1741741213760
[2025-03-12 10:00:18,457] [INFO] [30157] PREPARE received from 30176 for REQUEST 1741741213760
[2025-03-12 10:00:18,457] [INFO] [30157] COMMIT received from 30176 for REQUEST 1741741213760
[2025-03-12 10:00:18,605] [INFO] [30157] PREPARE received from 30191 for REQUEST 1741741213760
[2025-03-12 10:00:18,607] [INFO] [30157] COMMIT received from 30191 for REQUEST 1741741213760
