[2025-03-07 15:12:28,518] [INFO] Node started: localhost:30068 | index=69 | f=1, k=4
[2025-03-07 15:12:31,987] [INFO] [30068] PRE-PREPARE received: {'request_id': 1741327951956, 'data': 'llapbft_message_1741327951956', 'timestamp': 1741327951.9746897, 'leader': 30008, 'cluster_id': 1, 'cluster_ports': [30066, 30017, 30007, 30068, 30059, 30058, 30015, 30035, 30038, 30037, 30050, 30067, 30011, 30023, 30004, 30039, 30008, 30040, 30009, 30042], 'cluster_manager': {'host': 'localhost', 'port': 30007, 'latitude': 36.6278534, 'longitude': 127.4597147, 'altitude': 76, 'offset_m': 'lat: 139 m, lng: 108 m, alt: 76 m'}, 'fault': True, 'simulated_delay': 0.000322, 'distance': 204.91650099972378, 'message_size_bits': 3864}
[2025-03-07 15:12:31,987] [INFO] [30068] Broadcasting PREPARE: REQUEST 1741327951956
[2025-03-07 15:12:32,003] [INFO] [30068] PREPARE received from 30050 for REQUEST 1741327951956
[2025-03-07 15:12:32,003] [INFO] [30068] Broadcasting COMMIT: REQUEST 1741327951956
[2025-03-07 15:12:32,003] [INFO] [30068] PREPARE received from 30009 for REQUEST 1741327951956
[2025-03-07 15:12:32,003] [INFO] [30068] PREPARE received from 30011 for REQUEST 1741327951956
[2025-03-07 15:12:32,003] [INFO] [30068] PREPARE received from 30067 for REQUEST 1741327951956
[2025-03-07 15:12:32,003] [INFO] [30068] PREPARE received from 30040 for REQUEST 1741327951956
[2025-03-07 15:12:32,003] [INFO] [30068] PREPARE received from 30042 for REQUEST 1741327951956
[2025-03-07 15:12:32,019] [INFO] [30068] COMMIT received from 30067 for REQUEST 1741327951956
[2025-03-07 15:12:32,019] [INFO] [30068] PREPARE received from 30015 for REQUEST 1741327951956
[2025-03-07 15:12:32,019] [INFO] [30068] COMMIT received from 30011 for REQUEST 1741327951956
[2025-03-07 15:12:32,019] [INFO] [30068] COMMIT complete. Sending PRE-REPLY: REQUEST 1741327951956 directly to Manager 30007
[2025-03-07 15:12:32,019] [INFO] [30068] PREPARE received from 30035 for REQUEST 1741327951956
[2025-03-07 15:12:32,035] [INFO] [30068] PREPARE received from 30023 for REQUEST 1741327951956
[2025-03-07 15:12:32,035] [INFO] [30068] COMMIT received from 30042 for REQUEST 1741327951956
[2025-03-07 15:12:32,035] [INFO] [30068] COMMIT received from 30040 for REQUEST 1741327951956
[2025-03-07 15:12:32,054] [INFO] [30068] COMMIT received from 30009 for REQUEST 1741327951956
[2025-03-07 15:12:32,054] [INFO] [30068] PREPARE received from 30017 for REQUEST 1741327951956
[2025-03-07 15:12:32,054] [INFO] [30068] COMMIT received from 30008 for REQUEST 1741327951956
[2025-03-07 15:12:32,054] [INFO] [30068] COMMIT received from 30015 for REQUEST 1741327951956
[2025-03-07 15:12:32,054] [INFO] [30068] PREPARE received from 30004 for REQUEST 1741327951956
[2025-03-07 15:12:32,054] [INFO] [30068] COMMIT received from 30023 for REQUEST 1741327951956
[2025-03-07 15:12:32,054] [INFO] [30068] COMMIT received from 30004 for REQUEST 1741327951956
[2025-03-07 15:12:32,054] [INFO] [30068] PREPARE received from 30039 for REQUEST 1741327951956
[2025-03-07 15:12:32,054] [INFO] [30068] COMMIT received from 30050 for REQUEST 1741327951956
[2025-03-07 15:12:32,054] [INFO] [30068] PREPARE received from 30038 for REQUEST 1741327951956
[2025-03-07 15:12:32,054] [INFO] [30068] PREPARE received from 30059 for REQUEST 1741327951956
[2025-03-07 15:12:32,054] [INFO] [30068] COMMIT received from 30035 for REQUEST 1741327951956
[2025-03-07 15:12:32,054] [INFO] [30068] PREPARE received from 30058 for REQUEST 1741327951956
[2025-03-07 15:12:32,054] [INFO] [30068] COMMIT received from 30017 for REQUEST 1741327951956
[2025-03-07 15:12:32,054] [INFO] [30068] COMMIT received from 30039 for REQUEST 1741327951956
[2025-03-07 15:12:32,054] [INFO] [30068] COMMIT received from 30038 for REQUEST 1741327951956
[2025-03-07 15:12:32,067] [INFO] [30068] PREPARE received from 30037 for REQUEST 1741327951956
