[2025-03-20 12:41:53,949] [INFO] [Node_ 96] Starting node at localhost:30095 | index= 96 | f=1, k=4
[2025-03-20 12:42:02,327] [INFO] [Node_ 96] Received PRE-PREPARE: id:1742442121036, from:30000, delay:0.6991s, distance:0126.35m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:19,801] [INFO] [Node_ 96] Received PREPARE: id:1742442121036, from:30083, delay:0.6991s, distance:0136.58m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:19,861] [INFO] [Node_ 96] Received PREPARE: id:1742442121036, from:30079, delay:0.9322s, distance:0194.45m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:19,929] [INFO] [Node_ 96] Received PREPARE: id:1742442121036, from:30117, delay:0.6991s, distance:0106.00m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:20,192] [INFO] [Node_ 96] Received PREPARE: id:1742442121036, from:30010, delay:0.6991s, distance:0118.55m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:20,663] [INFO] [Node_ 96] Received PREPARE: id:1742442121036, from:30082, delay:0.4661s, distance:0051.61m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:20,977] [INFO] [Node_ 96] Received PREPARE: id:1742442121036, from:30109, delay:0.6991s, distance:0135.41m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:21,162] [INFO] [Node_ 96] Received PREPARE: id:1742442121036, from:30020, delay:0.4661s, distance:0072.73m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:21,197] [INFO] [Node_ 96] Received PREPARE: id:1742442121036, from:30022, delay:0.6991s, distance:0130.28m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:21,229] [INFO] [Node_ 96] Received PREPARE: id:1742442121036, from:30093, delay:0.4661s, distance:0085.61m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:21,256] [INFO] [Node_ 96] Received PREPARE: id:1742442121036, from:30081, delay:0.9322s, distance:0163.70m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:21,304] [INFO] [Node_ 96] Received PREPARE: id:1742442121036, from:30084, delay:0.6991s, distance:0114.70m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:21,582] [INFO] [Node_ 96] Received PREPARE: id:1742442121036, from:30021, delay:0.9322s, distance:0163.92m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:22,047] [INFO] [Node_ 96] Received PREPARE: id:1742442121036, from:30086, delay:0.3107s, distance:0045.21m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:22,124] [INFO] [Node_ 96] Received PREPARE: id:1742442121036, from:30080, delay:0.6991s, distance:0122.00m (Euclidean), mes_siz_bit:16778856
