[2025-03-20 12:41:44,287] [INFO] [Node_ 48] Starting node at localhost:30047 | index= 48 | f=1, k=4
[2025-03-20 12:42:02,202] [INFO] [Node_ 48] Received PRE-PREPARE: id:1742442121036, from:30000, delay:0.3107s, distance:0045.48m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:35,430] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30023, delay:0.6991s, distance:0113.14m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:35,445] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30020, delay:0.6991s, distance:0101.96m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:35,480] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30018, delay:0.3107s, distance:0042.03m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:35,575] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30083, delay:0.4661s, distance:0054.81m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:35,657] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30010, delay:0.9322s, distance:0155.12m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:35,772] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30079, delay:0.6991s, distance:0114.30m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:35,859] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30081, delay:0.6991s, distance:0131.35m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:35,958] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30084, delay:0.0000s, distance:0100.80m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:36,094] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30022, delay:0.3107s, distance:0037.82m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:36,204] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30021, delay:0.4661s, distance:0056.93m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:36,309] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30011, delay:0.9322s, distance:0161.87m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:36,394] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30086, delay:0.9322s, distance:0154.70m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:36,467] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30085, delay:0.0000s, distance:0150.70m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:36,542] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30041, delay:0.6991s, distance:0103.57m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:36,615] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30080, delay:0.3107s, distance:0047.28m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:36,675] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30039, delay:0.4661s, distance:0054.89m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:36,693] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30030, delay:0.4661s, distance:0092.28m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:36,710] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30007, delay:1.3982s, distance:0207.81m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:36,732] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30091, delay:0.4661s, distance:0097.41m (Euclidean), mes_siz_bit:16778840
[2025-03-20 12:42:36,757] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30002, delay:0.6991s, distance:0116.27m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:36,775] [INFO] [Node_ 48] Received PREPARE: id:1742442121036, from:30082, delay:0.6991s, distance:0113.23m (Euclidean), mes_siz_bit:16778848
