[2025-03-20 12:41:43,685] [INFO] [Node_ 45] Starting node at localhost:30044 | index= 45 | f=1, k=4
[2025-03-20 12:42:02,234] [INFO] [Node_ 45] Received PRE-PREPARE: id:1742442121036, from:30000, delay:0.4661s, distance:0057.21m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:41,373] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30011, delay:0.9322s, distance:0168.85m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:41,399] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30086, delay:0.6991s, distance:0101.95m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:41,454] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30085, delay:0.4661s, distance:0080.07m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:41,573] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30041, delay:0.9322s, distance:0161.79m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:41,595] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30080, delay:0.3107s, distance:0045.95m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:41,611] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30039, delay:0.3107s, distance:0039.88m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:41,626] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30007, delay:0.9322s, distance:0176.32m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:41,650] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30030, delay:0.4661s, distance:0075.20m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:41,670] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30091, delay:0.3107s, distance:0041.16m (Euclidean), mes_siz_bit:16778840
[2025-03-20 12:42:41,688] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30002, delay:0.6991s, distance:0108.24m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:41,707] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30082, delay:0.3107s, distance:0045.83m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:41,733] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30037, delay:0.6991s, distance:0149.25m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:41,755] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30096, delay:0.9322s, distance:0172.94m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:41,776] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30048, delay:0.6991s, distance:0106.11m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:41,794] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30009, delay:0.3107s, distance:0020.81m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:41,818] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30114, delay:0.6991s, distance:0119.80m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:41,842] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30115, delay:0.4661s, distance:0064.95m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:41,866] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30117, delay:0.6991s, distance:0130.02m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:41,887] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30093, delay:0.3107s, distance:0018.54m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:41,909] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30109, delay:0.6991s, distance:0121.79m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:41,935] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30113, delay:0.4661s, distance:0090.10m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:41,959] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30066, delay:0.3107s, distance:0045.88m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:41,980] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30119, delay:0.6991s, distance:0113.77m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:42,004] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30033, delay:0.6991s, distance:0135.29m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:42,024] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30004, delay:0.6991s, distance:0127.46m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:42,047] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30057, delay:0.6991s, distance:0108.63m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:42,069] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30105, delay:0.6991s, distance:0138.95m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:42,087] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30045, delay:0.6991s, distance:0108.17m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:42,101] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30050, delay:0.6991s, distance:0133.22m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:42,127] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30058, delay:0.6991s, distance:0143.85m (Euclidean), mes_siz_bit:16778840
[2025-03-20 12:42:42,156] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30070, delay:0.6991s, distance:0127.15m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:42,182] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30116, delay:0.3107s, distance:0040.16m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:42,212] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30099, delay:0.4661s, distance:0068.18m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:42,235] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30024, delay:0.3107s, distance:0036.29m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:42,257] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30023, delay:0.6991s, distance:0140.78m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:42,281] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30020, delay:0.4661s, distance:0054.43m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:42,301] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30010, delay:0.6991s, distance:0141.41m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:42,316] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30018, delay:0.4661s, distance:0097.63m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:42,334] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30081, delay:0.6991s, distance:0148.78m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:42,358] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30083, delay:0.4661s, distance:0077.38m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:42,380] [INFO] [Node_ 45] Received PREPARE: id:1742442121036, from:30079, delay:0.9322s, distance:0159.75m (Euclidean), mes_siz_bit:16778848
