[2025-03-20 12:41:44,890] [INFO] [Node_ 51] Starting node at localhost:30050 | index= 51 | f=1, k=4
[2025-03-20 12:42:02,144] [INFO] [Node_ 51] Received PRE-PREPARE: id:1742442121036, from:30000, delay:0.9322s, distance:0169.79m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:18,481] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30020, delay:0.4661s, distance:0090.81m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:18,499] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30018, delay:0.9322s, distance:0170.82m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:18,540] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30083, delay:0.4661s, distance:0098.74m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:18,639] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30023, delay:0.9322s, distance:0181.91m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:18,656] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30010, delay:0.9322s, distance:0195.98m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:18,674] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30084, delay:0.6991s, distance:0102.15m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:18,698] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30079, delay:0.9322s, distance:0159.57m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:18,721] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30081, delay:0.6991s, distance:0120.60m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:18,748] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30022, delay:0.9322s, distance:0163.60m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:18,777] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30021, delay:0.6991s, distance:0110.39m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:18,796] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30011, delay:0.9322s, distance:0175.34m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:18,816] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30086, delay:0.9322s, distance:0176.75m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:18,828] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30085, delay:0.9322s, distance:0159.93m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:18,852] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30041, delay:0.6991s, distance:0147.93m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:18,879] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30080, delay:0.9322s, distance:0162.06m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:18,899] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30039, delay:0.6991s, distance:0127.82m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:18,915] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30007, delay:0.6991s, distance:0127.95m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:18,931] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30091, delay:0.9322s, distance:0152.89m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:18,945] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30002, delay:0.4661s, distance:0089.92m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:18,959] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30030, delay:0.6991s, distance:0112.83m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:18,976] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30082, delay:0.9322s, distance:0159.01m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:28,040] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30048, delay:0.6991s, distance:0135.61m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:28,058] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30009, delay:0.6991s, distance:0126.84m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:28,089] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30114, delay:0.9322s, distance:0188.70m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:28,117] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30115, delay:0.9322s, distance:0163.98m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:28,142] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30117, delay:1.3982s, distance:0210.36m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:28,174] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30093, delay:0.6991s, distance:0122.84m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:28,204] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30109, delay:0.3107s, distance:0019.20m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:28,227] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30113, delay:0.9322s, distance:0185.78m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:28,257] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30037, delay:1.3982s, distance:0210.50m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:28,277] [INFO] [Node_ 51] Received PREPARE: id:1742442121036, from:30096, delay:0.6991s, distance:0144.85m (Euclidean), mes_siz_bit:16778856
