[2025-03-11 13:24:02,129] [INFO] Starting node at localhost:30006 | index=  7 | f=1, k=4 | Role: Replica
[2025-03-11 13:24:42,066] [INFO] [30006] Received PRE-PREPARE: id:1741667081917, from:Leader(30000), delay:0.0001s, distance:239.07m (Euclidean)
[2025-03-11 13:24:42,074] [INFO] [30006] Broadcasting PREPARE for REQUEST 1741667081917
[2025-03-11 13:24:42,101] [INFO] [30006] Not broadcasting to fault node: 30077
[2025-03-11 13:24:42,127] [INFO] [30006] Not broadcasting to fault node: 30184
[2025-03-11 13:24:42,839] [INFO] [30006] Received PREPARE: id:1741667081917, from:30041, delay:0.0001s, distance:242.34m (Euclidean)
[2025-03-11 13:24:42,845] [INFO] [30006] Received PREPARE: id:1741667081917, from:30099, delay:0.0001s, distance:248.56m (Euclidean)
[2025-03-11 13:24:42,845] [INFO] [30006] Broadcasting COMMIT for REQUEST 1741667081917
[2025-03-11 13:24:42,855] [INFO] [30006] Not broadcasting to fault node: 30077
[2025-03-11 13:24:42,918] [INFO] [30006] Not broadcasting to fault node: 30184
[2025-03-11 13:24:42,920] [INFO] [30006] Received PREPARE: id:1741667081917, from:30043, delay:0.0001s, distance:247.55m (Euclidean)
[2025-03-11 13:24:42,920] [INFO] [30006] Received PREPARE: id:1741667081917, from:30058, delay:0.0001s, distance:192.39m (Euclidean)
[2025-03-11 13:24:42,922] [INFO] [30006] Received PREPARE: id:1741667081917, from:30078, delay:0.0000s, distance:53.72m (Euclidean)
[2025-03-11 13:24:42,922] [INFO] [30006] Received PREPARE: id:1741667081917, from:30033, delay:0.0000s, distance:188.28m (Euclidean)
[2025-03-11 13:24:42,922] [INFO] [30006] Received PREPARE: id:1741667081917, from:30068, delay:0.0001s, distance:222.23m (Euclidean)
[2025-03-11 13:24:42,922] [INFO] [30006] Received PREPARE: id:1741667081917, from:30052, delay:0.0000s, distance:111.26m (Euclidean)
[2025-03-11 13:24:42,924] [INFO] [30006] Received PREPARE: id:1741667081917, from:30046, delay:0.0001s, distance:262.78m (Euclidean)
[2025-03-11 13:24:42,949] [INFO] [30006] Received PREPARE: id:1741667081917, from:30034, delay:0.0000s, distance:186.50m (Euclidean)
[2025-03-11 13:24:42,949] [INFO] [30006] Received PREPARE: id:1741667081917, from:30063, delay:0.0000s, distance:184.84m (Euclidean)
[2025-03-11 13:24:42,951] [INFO] [30006] Received PREPARE: id:1741667081917, from:30081, delay:0.0001s, distance:289.62m (Euclidean)
[2025-03-11 13:24:42,951] [INFO] [30006] Received PREPARE: id:1741667081917, from:30161, delay:0.0001s, distance:210.92m (Euclidean)
[2025-03-11 13:24:42,951] [INFO] [30006] Received PREPARE: id:1741667081917, from:30029, delay:0.0001s, distance:266.91m (Euclidean)
[2025-03-11 13:24:42,951] [INFO] [30006] Received PREPARE: id:1741667081917, from:30047, delay:0.0000s, distance:111.65m (Euclidean)
[2025-03-11 13:24:42,951] [INFO] [30006] Received PREPARE: id:1741667081917, from:30039, delay:0.0000s, distance:139.91m (Euclidean)
[2025-03-11 13:24:42,951] [INFO] [30006] Received PREPARE: id:1741667081917, from:30102, delay:0.0000s, distance:192.94m (Euclidean)
[2025-03-11 13:24:42,951] [INFO] [30006] Received PREPARE: id:1741667081917, from:30104, delay:0.0002s, distance:258.97m (Euclidean)
[2025-03-11 13:24:42,953] [INFO] [30006] Received PREPARE: id:1741667081917, from:30169, delay:0.0000s, distance:133.32m (Euclidean)
