[2025-03-20 12:41:51,931] [INFO] [Node_ 86] Starting node at localhost:30085 | index= 86 | f=1, k=4
[2025-03-20 12:42:01,895] [INFO] [Node_ 86] Received PRE-PREPARE: id:1742442121036, from:30000, delay:0.6991s, distance:0121.07m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:13,486] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30023, delay:0.9322s, distance:0164.72m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:13,525] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30020, delay:0.4661s, distance:0078.25m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:16,620] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30018, delay:0.9322s, distance:0154.94m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:16,642] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30079, delay:0.0000s, distance:0200.01m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:16,739] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30010, delay:0.6991s, distance:0123.47m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:16,757] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30022, delay:0.6991s, distance:0127.30m (Euclidean), mes_siz_bit:16778840
[2025-03-20 12:42:16,781] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30083, delay:0.6991s, distance:0139.32m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:16,795] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30081, delay:0.9322s, distance:0172.63m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:16,812] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30021, delay:0.9322s, distance:0166.55m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:16,830] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30084, delay:0.6991s, distance:0122.47m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:16,864] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30041, delay:1.3982s, distance:0219.35m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:16,879] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30080, delay:0.6991s, distance:0116.35m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:16,899] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30039, delay:0.4661s, distance:0098.68m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:16,917] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30011, delay:0.9322s, distance:0169.20m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:24,721] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30091, delay:0.4661s, distance:0099.65m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:25,192] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30030, delay:0.4661s, distance:0097.16m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:27,158] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30082, delay:0.3107s, distance:0042.85m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:29,207] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30086, delay:0.3107s, distance:0047.81m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:29,426] [INFO] [Node_ 86] Received PREPARE: id:1742442121036, from:30002, delay:0.6991s, distance:0126.09m (Euclidean), mes_siz_bit:16778856
