[2025-03-20 12:41:49,325] [INFO] [Node_ 73] Starting node at localhost:30072 | index= 73 | f=1, k=4
[2025-03-20 12:42:02,250] [INFO] [Node_ 73] Received PRE-PREPARE: id:1742442121036, from:30000, delay:0.6991s, distance:0142.48m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:22,837] [INFO] [Node_ 73] Received PREPARE: id:1742442121036, from:30080, delay:0.6991s, distance:0136.34m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:23,056] [INFO] [Node_ 73] Received PREPARE: id:1742442121036, from:30041, delay:0.6991s, distance:0108.50m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:23,119] [INFO] [Node_ 73] Received PREPARE: id:1742442121036, from:30085, delay:0.9322s, distance:0162.01m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:23,335] [INFO] [Node_ 73] Received PREPARE: id:1742442121036, from:30039, delay:0.6991s, distance:0104.15m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:23,670] [INFO] [Node_ 73] Received PREPARE: id:1742442121036, from:30011, delay:0.9322s, distance:0160.12m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:24,133] [INFO] [Node_ 73] Received PREPARE: id:1742442121036, from:30030, delay:0.4661s, distance:0095.92m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:24,567] [INFO] [Node_ 73] Received PREPARE: id:1742442121036, from:30007, delay:0.6991s, distance:0144.22m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:25,009] [INFO] [Node_ 73] Received PREPARE: id:1742442121036, from:30091, delay:0.6991s, distance:0140.26m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:25,469] [INFO] [Node_ 73] Received PREPARE: id:1742442121036, from:30002, delay:0.4661s, distance:0076.60m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:25,826] [INFO] [Node_ 73] Received PREPARE: id:1742442121036, from:30082, delay:0.0000s, distance:0150.62m (Euclidean), mes_siz_bit:16778856
