[2025-03-20 12:41:43,289] [INFO] [Node_ 43] Starting node at localhost:30042 | index= 43 | f=1, k=4
[2025-03-20 12:42:02,260] [INFO] [Node_ 43] Received PRE-PREPARE: id:1742442121036, from:30000, delay:0.4661s, distance:0054.33m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:19,109] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30079, delay:0.6991s, distance:0113.42m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:19,131] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30021, delay:0.6991s, distance:0106.97m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:19,166] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30086, delay:0.6991s, distance:0102.06m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:19,426] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30085, delay:0.6991s, distance:0119.33m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:19,590] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30041, delay:0.6991s, distance:0138.77m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:19,972] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30080, delay:0.4661s, distance:0067.38m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:20,258] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30039, delay:0.4661s, distance:0057.17m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:20,714] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30007, delay:0.9322s, distance:0181.56m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:20,848] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30030, delay:0.4661s, distance:0070.87m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:20,885] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30002, delay:0.6991s, distance:0106.81m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:20,918] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30091, delay:0.6991s, distance:0119.15m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:20,938] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30082, delay:0.4661s, distance:0087.69m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:20,977] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30037, delay:0.4661s, distance:0073.71m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:21,031] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30048, delay:0.4661s, distance:0094.69m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:21,067] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30009, delay:0.4661s, distance:0082.34m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:21,105] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30115, delay:0.4661s, distance:0064.85m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:21,160] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30020, delay:0.6991s, distance:0101.03m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:21,209] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30010, delay:0.4661s, distance:0087.33m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:21,229] [INFO] [Node_ 43] Received PREPARE: id:1742442121036, from:30083, delay:0.4661s, distance:0093.65m (Euclidean), mes_siz_bit:16778856
