[2025-03-20 12:41:44,699] [INFO] [Node_ 50] Starting node at localhost:30049 | index= 50 | f=1, k=4
[2025-03-20 12:42:02,141] [INFO] [Node_ 50] Received PRE-PREPARE: id:1742442121036, from:30000, delay:0.4661s, distance:0090.55m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:38,004] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30023, delay:0.4661s, distance:0094.36m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:38,038] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30020, delay:0.6991s, distance:0128.44m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:38,073] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30018, delay:0.3107s, distance:0047.03m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:38,136] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30083, delay:0.4661s, distance:0066.66m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:38,223] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30010, delay:0.9322s, distance:0158.67m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:38,292] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30084, delay:0.4661s, distance:0099.92m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:38,391] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30079, delay:0.4661s, distance:0073.16m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:38,462] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30081, delay:0.6991s, distance:0107.94m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:38,514] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30022, delay:0.4661s, distance:0072.43m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:38,579] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30021, delay:0.0000s, distance:0050.34m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:38,635] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30011, delay:0.6991s, distance:0144.34m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:38,660] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30086, delay:0.9322s, distance:0180.83m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:38,676] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30085, delay:0.9322s, distance:0186.28m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:38,699] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30041, delay:0.4661s, distance:0058.16m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:38,721] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30080, delay:0.4661s, distance:0096.89m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:38,739] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30039, delay:0.4661s, distance:0088.69m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:38,762] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30007, delay:1.3982s, distance:0208.43m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:38,784] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30091, delay:0.6991s, distance:0147.47m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:38,804] [INFO] [Node_ 50] Received PREPARE: id:1742442121036, from:30002, delay:0.6991s, distance:0114.64m (Euclidean), mes_siz_bit:16778864
